Frames;HipCenter X;HipCenter Y;HipCenter Z;Spine X;Spine Y;Spine Z;ShoulderCenter X;ShoulderCenter Y;ShoulderCenter Z;Head X;Head Y;Head Z;ShoulderLeft X;ShoulderLeft Y;ShoulderLeft Z;ElbowLeft X;ElbowLeft Y;ElbowLeft Z;WristLeft X;WristLeft Y;WristLeft Z;HandLeft X;HandLeft Y;HandLeft Z;ShoulderRight X;ShoulderRight Y;ShoulderRight Z;ElbowRight X;ElbowRight Y;ElbowRight Z;WristRight X;WristRight Y;WristRight Z;HandRight X;HandRight Y;HandRight Z;HipLeft X;HipLeft Y;HipLeft Z;KneeLeft X;KneeLeft Y;KneeLeft Z;AnkleLeft X;AnkleLeft Y;AnkleLeft Z;FootLeft X;FootLeft Y;FootLeft Z;HipRight X;HipRight Y;HipRight Z;KneeRight X;KneeRight Y;KneeRight Z;AnkleRight X;AnkleRight Y;AnkleRight Z;FootRight X;FootRight Y;FootRight Z;Time Stamp
Frame 12;0.005945551;-0.1264545;2.820893;0.02058102;-0.08181638;2.825323;0.06529266;0.07850567;2.771925;0.01573308;0.317261;2.78018;-0.1049754;0.1372499;2.798086;-0.1060574;-0.0254807;2.682518;-0.2129897;-0.0273688;2.890845;-0.2411646;-0.1213515;2.901302;0.1502904;-0.0002224669;2.698956;0.05030596;0.02978117;2.560959;0.1345115;0.1173518;2.399793;0.1187335;0.1509692;2.389979;-0.07093438;-0.1740054;2.830522;-0.1059578;-0.4865057;2.99841;-0.09701264;-0.5996116;2.982006;-0.1276814;-0.5339493;2.932537;0.05459525;-0.2065014;2.828938;0.06811713;-0.5738809;2.923147;0.07977673;-0.8938119;2.983394;0.05074776;-0.9445611;2.922774;9/14/2022 4:22:24 PM
Frame 13;-0.002433172;-0.07099815;2.821642;0.008234103;-0.00827145;2.824522;0.03138129;0.3155755;2.785073;-0.008277306;0.477432;2.762383;-0.1082445;0.2332131;2.814435;-0.1120966;0.01347612;2.720701;-0.2274235;-0.0260466;2.918984;-0.2467907;-0.1255062;2.913479;0.1568374;0.2517329;2.721272;0.1463855;0.1389802;2.556949;0.092163;0.208383;2.358184;0.03542987;0.2677367;2.333547;-0.07491966;-0.1267436;2.836355;-0.09306984;-0.4915782;3.001088;-0.215529;-0.6873828;3.035418;-0.1563811;-0.6258578;3.029467;0.0496696;-0.1417157;2.818222;0.06856237;-0.5509491;2.919014;0.08735981;-0.8621668;2.988607;0.06099283;-0.9176064;2.930763;9/14/2022 4:22:24 PM
Frame 14;-0.002433172;-0.07099815;2.821642;0.008234103;-0.00827145;2.824522;0.03138129;0.3155755;2.785073;-0.008277306;0.477432;2.762383;-0.1082445;0.2332131;2.814435;-0.1120966;0.01347612;2.720701;-0.2274235;-0.0260466;2.918984;-0.2467907;-0.1255062;2.913479;0.1568374;0.2517329;2.721272;0.1463855;0.1389802;2.556949;0.092163;0.208383;2.358184;0.03542987;0.2677367;2.333547;-0.07491966;-0.1267436;2.836355;-0.09306984;-0.4915782;3.001088;-0.215529;-0.6873828;3.035418;-0.1563811;-0.6258578;3.029467;0.0496696;-0.1417157;2.818222;0.06856237;-0.5509491;2.919014;0.08735981;-0.8621668;2.988607;0.06099283;-0.9176064;2.930763;9/14/2022 4:22:24 PM
Frame 15;-0.002433172;-0.07099815;2.821642;0.008234103;-0.00827145;2.824522;0.03138129;0.3155755;2.785073;-0.008277306;0.477432;2.762383;-0.1082445;0.2332131;2.814435;-0.1120966;0.01347612;2.720701;-0.2274235;-0.0260466;2.918984;-0.2467907;-0.1255062;2.913479;0.1568374;0.2517329;2.721272;0.1463855;0.1389802;2.556949;0.092163;0.208383;2.358184;0.03542987;0.2677367;2.333547;-0.07491966;-0.1267436;2.836355;-0.09306984;-0.4915782;3.001088;-0.215529;-0.6873828;3.035418;-0.1563811;-0.6258578;3.029467;0.0496696;-0.1417157;2.818222;0.06856237;-0.5509491;2.919014;0.08735981;-0.8621668;2.988607;0.06099283;-0.9176064;2.930763;9/14/2022 4:22:24 PM
Frame 16;-0.01257881;-0.06587893;2.822121;-0.0008260394;-0.001659459;2.822464;0.0226254;0.3304187;2.777366;-0.01141483;0.5334817;2.756903;-0.1565304;0.2502005;2.871502;-0.1220809;0.01434178;2.749264;-0.2449219;-0.02112868;2.967375;-0.2648838;-0.1139022;2.964766;0.09638425;0.2450371;2.738726;0.1712734;0.1829651;2.49578;0.01989993;0.3172569;2.313918;-0.05223181;0.3896518;2.266272;-0.0811393;-0.1214352;2.839552;-0.08406714;-0.4965599;3.003199;-0.3320943;-0.5805088;3.015142;-0.3482206;-0.558485;2.974793;0.03844241;-0.1319912;2.815943;0.06913335;-0.5527351;2.920234;0.09700476;-0.8333226;3.004041;0.08186831;-0.9149308;2.981651;9/14/2022 4:22:24 PM
Frame 17;-0.01740578;-0.06745709;2.822158;-0.005647316;-0.002452017;2.820618;0.02364774;0.330438;2.768457;-0.001524912;0.5531369;2.752258;-0.1637432;0.2413908;2.872462;-0.1380435;-0.0008381864;2.781628;-0.2506063;-0.02019783;2.983251;-0.2737499;-0.1083342;2.989688;0.06551148;0.2136521;2.744566;0.1391742;0.2408744;2.458323;0.008259827;0.3706171;2.291549;-0.07147396;0.471068;2.249275;-0.0835742;-0.121265;2.84125;-0.098316;-0.4731976;2.994976;-0.1888171;-0.650914;3.054058;-0.2169409;-0.5837091;3.014281;0.03342806;-0.1288815;2.814806;0.06932405;-0.5577153;2.922057;0.09999258;-0.8262758;3.009032;0.08879557;-0.9194999;3.001882;9/14/2022 4:22:24 PM
Frame 18;-0.0202937;-0.0710943;2.82211;-0.008501198;-0.004315087;2.819728;0.01282422;0.378497;2.777817;-0.01201088;0.569465;2.765681;-0.1560313;0.2247293;2.855055;-0.1431574;-0.02052467;2.790156;-0.2530468;-0.01969533;2.99032;-0.2770707;-0.1058461;2.999165;0.05247321;0.2184346;2.738368;0.1118149;0.2850289;2.435434;0.0002896853;0.4417954;2.290051;-0.06479055;0.5366271;2.273391;-0.08483802;-0.1231927;2.842044;-0.1089491;-0.4672114;2.994465;-0.0218876;-0.6953185;3.046261;-0.09129349;-0.6086149;3.027899;0.03035193;-0.1283712;2.81411;0.07007813;-0.5616253;2.923282;0.1013855;-0.8239733;3.011978;0.0912216;-0.9220799;3.009794;9/14/2022 4:22:24 PM
Frame 19;-0.0202937;-0.0710943;2.82211;-0.008501198;-0.004315087;2.819728;0.01282422;0.378497;2.777817;-0.01201088;0.569465;2.765681;-0.1560313;0.2247293;2.855055;-0.1431574;-0.02052467;2.790156;-0.2530468;-0.01969533;2.99032;-0.2770707;-0.1058461;2.999165;0.05247321;0.2184346;2.738368;0.1118149;0.2850289;2.435434;0.0002896853;0.4417954;2.290051;-0.06479055;0.5366271;2.273391;-0.08483802;-0.1231927;2.842044;-0.1089491;-0.4672114;2.994465;-0.0218876;-0.6953185;3.046261;-0.09129349;-0.6086149;3.027899;0.03035193;-0.1283712;2.81411;0.07007813;-0.5616253;2.923282;0.1013855;-0.8239733;3.011978;0.0912216;-0.9220799;3.009794;9/14/2022 4:22:24 PM
Frame 20;-0.02033021;-0.07427691;2.822129;-0.009184653;-0.004972273;2.819391;0.01000804;0.3934792;2.781168;-0.01642911;0.5780115;2.771735;-0.1466249;0.2174517;2.841189;-0.09824471;-0.005799868;2.717395;-0.2107821;-0.01183987;2.91719;-0.2395794;-0.09229691;2.934422;0.04941051;0.2223556;2.732342;0.1057912;0.2990337;2.42904;0.00495664;0.466071;2.297288;-0.03176264;0.5558646;2.310471;-0.08136883;-0.1277905;2.843147;-0.1161833;-0.4644415;2.994694;0.05257482;-0.7029936;3.025246;-0.05074788;-0.6153766;3.029046;0.03076044;-0.1271992;2.812617;0.07025953;-0.5624785;2.923599;0.09997419;-0.8253847;3.013811;0.09035769;-0.9252463;3.012321;9/14/2022 4:22:24 PM
Frame 21;-0.02033021;-0.07427691;2.822129;-0.009184653;-0.004972273;2.819391;0.01000804;0.3934792;2.781168;-0.01642911;0.5780115;2.771735;-0.1466249;0.2174517;2.841189;-0.09824471;-0.005799868;2.717395;-0.2107821;-0.01183987;2.91719;-0.2395794;-0.09229691;2.934422;0.04941051;0.2223556;2.732342;0.1057912;0.2990337;2.42904;0.00495664;0.466071;2.297288;-0.03176264;0.5558646;2.310471;-0.08136883;-0.1277905;2.843147;-0.1161833;-0.4644415;2.994694;0.05257482;-0.7029936;3.025246;-0.05074788;-0.6153766;3.029046;0.03076044;-0.1271992;2.812617;0.07025953;-0.5624785;2.923599;0.09997419;-0.8253847;3.013811;0.09035769;-0.9252463;3.012321;9/14/2022 4:22:24 PM
Frame 22;-0.01758436;-0.04528804;2.811968;-0.009053072;0.02545937;2.81119;0.007559363;0.4122675;2.78215;-0.03463967;0.6077799;2.755298;-0.1513548;0.2466958;2.846443;-0.1394479;0.017594;2.766601;-0.2240419;-0.02570002;2.953528;-0.2514765;-0.1005895;2.965837;0.06917115;0.2749858;2.719643;0.116401;0.3148876;2.442259;0.03213357;0.5100067;2.336172;0.005834395;0.588181;2.357638;-0.07745316;-0.1040367;2.832565;-0.1207832;-0.4607572;2.992839;-0.0576255;-0.6821602;3.072134;-0.083901;-0.597372;3.032141;0.03541505;-0.1039686;2.801403;0.06834853;-0.5385488;2.915447;0.08774708;-0.833774;2.996608;0.05429891;-0.9012686;2.952008;9/14/2022 4:22:24 PM
Frame 23;-0.01673727;-0.03834828;2.808625;-0.00885113;0.03401319;2.808074;0.007389416;0.4155294;2.782191;-0.04035769;0.6139247;2.748089;-0.1517131;0.2507674;2.846735;-0.1528165;0.01582343;2.7843;-0.2320334;-0.03234326;2.971833;-0.2582316;-0.1076218;2.982063;0.07216246;0.2831867;2.717971;0.1242576;0.3192328;2.450836;0.0350196;0.5198528;2.342534;0.01117271;0.5933061;2.36841;-0.07616322;-0.09735454;2.82776;-0.1972348;-0.3689018;2.980749;-0.1100913;-0.580391;3.02689;-0.1197748;-0.5256808;2.990465;0.03690733;-0.09538037;2.797213;0.06752304;-0.5291111;2.912165;0.0821912;-0.83775;2.985673;0.03834435;-0.888673;2.91802;9/14/2022 4:22:24 PM
Frame 24;-0.01673727;-0.03834828;2.808625;-0.00885113;0.03401319;2.808074;0.007389416;0.4155294;2.782191;-0.04035769;0.6139247;2.748089;-0.1517131;0.2507674;2.846735;-0.1528165;0.01582343;2.7843;-0.2320334;-0.03234326;2.971833;-0.2582316;-0.1076218;2.982063;0.07216246;0.2831867;2.717971;0.1242576;0.3192328;2.450836;0.0350196;0.5198528;2.342534;0.01117271;0.5933061;2.36841;-0.07616322;-0.09735454;2.82776;-0.1972348;-0.3689018;2.980749;-0.1100913;-0.580391;3.02689;-0.1197748;-0.5256808;2.990465;0.03690733;-0.09538037;2.797213;0.06752304;-0.5291111;2.912165;0.0821912;-0.83775;2.985673;0.03834435;-0.888673;2.91802;9/14/2022 4:22:25 PM
Frame 25;-0.01620425;-0.03556576;2.8064;-0.008744884;0.03752046;2.806242;0.008033933;0.4167699;2.782017;-0.04285585;0.6164192;2.744948;-0.1184107;0.2117577;2.805534;-0.1345387;-0.02396588;2.763543;-0.2146041;-0.06493517;2.956748;-0.2400495;-0.1425964;2.966594;0.07444158;0.2793464;2.718;0.1295096;0.3223036;2.456835;0.03890176;0.5243487;2.347493;0.03478556;0.5503333;2.361131;-0.07511131;-0.09418911;2.824616;-0.1867896;-0.352766;2.962627;-0.1215865;-0.5613618;3.019184;-0.1265787;-0.5125859;2.983195;0.037278;-0.09163065;2.794465;0.06713238;-0.5249971;2.910583;0.07975283;-0.8396924;2.980775;0.03507515;-0.8850175;2.906379;9/14/2022 4:22:25 PM
Frame 26;-0.01499281;-0.03366216;2.803552;-0.00816978;0.03921705;2.804681;0.01407702;0.3981774;2.792168;-0.04376623;0.6157378;2.742779;-0.1712024;0.1587148;2.857311;-0.1336898;-0.02486059;2.763845;-0.2420929;-0.06373129;2.963518;-0.2555328;-0.1461578;2.969831;0.078664;0.2620248;2.718764;0.1303036;0.3240745;2.459343;0.04218131;0.5370496;2.355788;0.03831206;0.5925398;2.38652;-0.07444081;-0.09289368;2.822354;-0.2377871;-0.3135628;2.970237;-0.1277356;-0.4924741;2.98429;-0.1238774;-0.519628;2.985961;0.04221148;-0.08937594;2.782122;0.06730868;-0.5218341;2.908653;0.07867122;-0.8399962;2.977382;0.03298968;-0.882874;2.902164;9/14/2022 4:22:25 PM
Frame 27;-0.01499281;-0.03366216;2.803552;-0.00816978;0.03921705;2.804681;0.01407702;0.3981774;2.792168;-0.04376623;0.6157378;2.742779;-0.1712024;0.1587148;2.857311;-0.1336898;-0.02486059;2.763845;-0.2420929;-0.06373129;2.963518;-0.2555328;-0.1461578;2.969831;0.078664;0.2620248;2.718764;0.1303036;0.3240745;2.459343;0.04218131;0.5370496;2.355788;0.03831206;0.5925398;2.38652;-0.07444081;-0.09289368;2.822354;-0.2377871;-0.3135628;2.970237;-0.1277356;-0.4924741;2.98429;-0.1238774;-0.519628;2.985961;0.04221148;-0.08937594;2.782122;0.06730868;-0.5218341;2.908653;0.07867122;-0.8399962;2.977382;0.03298968;-0.882874;2.902164;9/14/2022 4:22:25 PM
Frame 28;-0.01499281;-0.03366216;2.803552;-0.00816978;0.03921705;2.804681;0.01407702;0.3981774;2.792168;-0.04376623;0.6157378;2.742779;-0.1712024;0.1587148;2.857311;-0.1336898;-0.02486059;2.763845;-0.2420929;-0.06373129;2.963518;-0.2555328;-0.1461578;2.969831;0.078664;0.2620248;2.718764;0.1303036;0.3240745;2.459343;0.04218131;0.5370496;2.355788;0.03831206;0.5925398;2.38652;-0.07444081;-0.09289368;2.822354;-0.2377871;-0.3135628;2.970237;-0.1277356;-0.4924741;2.98429;-0.1238774;-0.519628;2.985961;0.04221148;-0.08937594;2.782122;0.06730868;-0.5218341;2.908653;0.07867122;-0.8399962;2.977382;0.03298968;-0.882874;2.902164;9/14/2022 4:22:25 PM
Frame 29;-0.01499281;-0.03366216;2.803552;-0.00816978;0.03921705;2.804681;0.01407702;0.3981774;2.792168;-0.04376623;0.6157378;2.742779;-0.1712024;0.1587148;2.857311;-0.1336898;-0.02486059;2.763845;-0.2420929;-0.06373129;2.963518;-0.2555328;-0.1461578;2.969831;0.078664;0.2620248;2.718764;0.1303036;0.3240745;2.459343;0.04218131;0.5370496;2.355788;0.03831206;0.5925398;2.38652;-0.07444081;-0.09289368;2.822354;-0.2377871;-0.3135628;2.970237;-0.1277356;-0.4924741;2.98429;-0.1238774;-0.519628;2.985961;0.04221148;-0.08937594;2.782122;0.06730868;-0.5218341;2.908653;0.07867122;-0.8399962;2.977382;0.03298968;-0.882874;2.902164;9/14/2022 4:22:25 PM
Frame 30;0.01079545;-0.03938015;2.791531;0.008877791;0.03624928;2.797615;0.01630903;0.3951937;2.794249;-0.04398458;0.6151448;2.741276;-0.1794973;0.1457758;2.866233;-0.1340166;-0.02462234;2.764284;-0.2483348;-0.1186172;2.951216;-0.2702844;-0.1819747;2.948496;0.08006132;0.2560508;2.717943;0.1382249;0.3252739;2.462237;0.05080748;0.5390702;2.365676;0.04357498;0.6011308;2.397182;-0.04044759;-0.1105736;2.805405;-0.2482435;-0.3028226;2.968802;-0.1527788;-0.5034941;2.998101;-0.1153756;-0.5235827;2.985968;0.06996144;-0.09089278;2.767777;0.0680774;-0.5202618;2.907342;0.07789621;-0.840389;2.973493;0.03214525;-0.8823485;2.900126;9/14/2022 4:22:25 PM
Frame 31;0.02355102;-0.04930329;2.787951;0.02162431;0.02730652;2.79429;0.0201508;0.3887664;2.793762;-0.04020324;0.611614;2.742378;-0.1845946;0.1419142;2.869155;-0.1401723;-0.02116552;2.765165;-0.2632531;-0.05209;2.978454;-0.2881943;-0.1231926;2.969345;0.07856929;0.2607557;2.711797;0.1556831;0.3274908;2.45863;0.0605496;0.5365046;2.374447;0.03039995;0.585284;2.385142;-0.04008281;-0.1473147;2.808594;-0.2621634;-0.3229918;2.982669;-0.1342324;-0.51144;2.99663;-0.1052179;-0.5503737;2.999665;0.08426783;-0.1005464;2.765267;0.07044716;-0.5257908;2.907823;0.08355269;-0.8426374;2.996514;0.06775667;-0.9262049;2.979629;9/14/2022 4:22:25 PM
Frame 32;0.02355102;-0.04930329;2.787951;0.02162431;0.02730652;2.79429;0.0201508;0.3887664;2.793762;-0.04020324;0.611614;2.742378;-0.1845946;0.1419142;2.869155;-0.1401723;-0.02116552;2.765165;-0.2632531;-0.05209;2.978454;-0.2881943;-0.1231926;2.969345;0.07856929;0.2607557;2.711797;0.1556831;0.3274908;2.45863;0.0605496;0.5365046;2.374447;0.03039995;0.585284;2.385142;-0.04008281;-0.1473147;2.808594;-0.2621634;-0.3229918;2.982669;-0.1342324;-0.51144;2.99663;-0.1052179;-0.5503737;2.999665;0.08426783;-0.1005464;2.765267;0.07044716;-0.5257908;2.907823;0.08355269;-0.8426374;2.996514;0.06775667;-0.9262049;2.979629;9/14/2022 4:22:25 PM
Frame 33;0.01739876;-0.08929756;2.79584;0.02030142;-0.004792196;2.801543;0.02105143;0.3859728;2.794866;-0.03544841;0.5719108;2.751177;-0.1492698;0.1533942;2.821196;-0.1453645;-0.02115566;2.769089;-0.263956;-0.0445132;2.981975;-0.2893937;-0.1137542;2.973725;0.07905264;0.2600293;2.711024;0.1638754;0.257636;2.482466;0.09138381;0.4806416;2.397621;0.04575137;0.5417495;2.382113;-0.04476541;-0.1584384;2.811171;-0.2202804;-0.3865851;2.983599;-0.1255659;-0.5891313;3.036072;-0.1041796;-0.5543476;3.001948;0.07784428;-0.1281964;2.774975;0.07166473;-0.5517706;2.915704;0.08473258;-0.8649397;3.000718;0.06880268;-0.9402836;2.97523;9/14/2022 4:22:25 PM
Frame 34;0.01486881;-0.09833407;2.79906;0.01968342;-0.0129078;2.804195;0.02167778;0.3851166;2.795795;-0.03343621;0.5571058;2.755048;-0.1682897;0.1540058;2.837994;-0.2049426;-0.02719436;2.832151;-0.2642334;-0.04514813;3.007076;-0.2901522;-0.1084438;2.99222;0.08060671;0.2267112;2.719027;0.1659843;0.2359357;2.489672;0.1041935;0.4580872;2.404472;0.0586835;0.528162;2.390539;-0.05036092;-0.164419;2.81349;-0.2183237;-0.3965976;2.989064;-0.1480784;-0.6084645;3.058592;-0.1038688;-0.5570434;3.003929;0.07630857;-0.1342674;2.78013;0.07207611;-0.5577847;2.917555;0.0868353;-0.8665423;3.00517;0.07695978;-0.949256;2.989465;9/14/2022 4:22:25 PM
