Frames;HipCenter X;HipCenter Y;HipCenter Z;Spine X;Spine Y;Spine Z;ShoulderCenter X;ShoulderCenter Y;ShoulderCenter Z;Head X;Head Y;Head Z;ShoulderLeft X;ShoulderLeft Y;ShoulderLeft Z;ElbowLeft X;ElbowLeft Y;ElbowLeft Z;WristLeft X;WristLeft Y;WristLeft Z;HandLeft X;HandLeft Y;HandLeft Z;ShoulderRight X;ShoulderRight Y;ShoulderRight Z;ElbowRight X;ElbowRight Y;ElbowRight Z;WristRight X;WristRight Y;WristRight Z;HandRight X;HandRight Y;HandRight Z;HipLeft X;HipLeft Y;HipLeft Z;KneeLeft X;KneeLeft Y;KneeLeft Z;AnkleLeft X;AnkleLeft Y;AnkleLeft Z;FootLeft X;FootLeft Y;FootLeft Z;HipRight X;HipRight Y;HipRight Z;KneeRight X;KneeRight Y;KneeRight Z;AnkleRight X;AnkleRight Y;AnkleRight Z;FootRight X;FootRight Y;FootRight Z;Time Stamp
Frame 11;-0.01393425;-0.01678102;2.958294;-0.0001142013;0.04558997;2.986907;-0.01206938;0.3965229;3.027346;-0.03016869;0.580299;3.021136;-0.180209;0.1481672;2.988487;-0.1987497;-0.05098198;2.959858;-0.2026958;-0.2146184;2.969543;-0.1990449;-0.266774;2.980635;0.08587821;0.2093738;2.911169;0.1371221;0.3403573;2.719526;0.124044;0.4769935;2.590963;0.08454786;0.5290769;2.564108;-0.06680617;-0.083836;2.955683;-0.1096943;-0.3242522;2.985866;-0.03054973;-0.5157624;2.981712;-0.03374551;-0.5444694;2.913096;0.04631929;-0.07467539;2.948619;0.02868134;-0.3752968;2.970042;0.05158018;-0.5804778;2.999703;0.02795736;-0.6325405;2.953989;9/14/2022 4:40:31 PM
Frame 12;-0.01548735;-0.005314095;2.959174;-0.002852155;0.05528468;2.989918;-0.0303569;0.3682854;3.020937;-0.04019618;0.5847248;3.025021;-0.2084457;0.1520678;3.001194;-0.2042507;-0.07221174;2.965585;-0.2001399;-0.2333938;2.969471;-0.1949926;-0.2869935;2.974778;0.08440017;0.2092197;2.909942;0.1372828;0.3476181;2.719987;0.1122703;0.5167378;2.597073;0.07746475;0.5403599;2.569339;-0.07081351;-0.07482656;2.96082;-0.1078748;-0.324862;2.986289;-0.04328294;-0.5196514;2.981542;-0.009916212;-0.564564;2.963967;0.04316492;-0.06830958;2.945036;0.02801551;-0.3742653;2.968936;0.05024565;-0.5798101;2.999394;0.02711044;-0.6304632;2.949062;9/14/2022 4:40:31 PM
Frame 13;-0.02491243;0.005005905;2.960631;-0.0292564;0.05435112;2.992275;-0.1050266;0.2246006;2.993948;-0.1106234;0.4747457;3.008145;-0.2184954;0.1542291;3.00578;-0.1984732;-0.05068335;2.959604;-0.2013323;-0.2138771;2.968748;-0.1957607;-0.2649839;2.967202;0.08300211;0.2090548;2.909377;0.1351503;0.3521902;2.721311;0.109511;0.5274097;2.599018;0.07276525;0.5451413;2.571745;-0.07483616;-0.06854123;2.964491;-0.1059693;-0.3215906;2.985466;-0.05380407;-0.5182818;2.980636;-0.004473329;-0.5692953;2.98414;0.04026085;-0.06300127;2.941838;0.02736711;-0.3736008;2.967913;0.04978037;-0.578891;2.999165;0.02805703;-0.6283551;2.945692;9/14/2022 4:40:31 PM
Frame 14;-0.02491243;0.005005905;2.960631;-0.0292564;0.05435112;2.992275;-0.1050266;0.2246006;2.993948;-0.1106234;0.4747457;3.008145;-0.2184954;0.1542291;3.00578;-0.1984732;-0.05068335;2.959604;-0.2013323;-0.2138771;2.968748;-0.1957607;-0.2649839;2.967202;0.08300211;0.2090548;2.909377;0.1351503;0.3521902;2.721311;0.109511;0.5274097;2.599018;0.07276525;0.5451413;2.571745;-0.07483616;-0.06854123;2.964491;-0.1059693;-0.3215906;2.985466;-0.05380407;-0.5182818;2.980636;-0.004473329;-0.5692953;2.98414;0.04026085;-0.06300127;2.941838;0.02736711;-0.3736008;2.967913;0.04978037;-0.578891;2.999165;0.02805703;-0.6283551;2.945692;9/14/2022 4:40:31 PM
Frame 15;-0.02946165;0.008757765;2.962198;-0.03715739;0.05311385;2.99433;-0.08955415;0.2343349;2.993332;-0.1245309;0.4488041;3.009155;-0.222284;0.1541809;3.007006;-0.2298429;-0.05562187;2.989791;-0.1974809;-0.2097748;2.964937;-0.1935452;-0.2617401;2.962784;0.08197137;0.2087703;2.909363;0.1338891;0.3537711;2.722325;0.07456274;0.5416252;2.611241;0.02527078;0.586114;2.574015;-0.07740333;-0.06556629;2.96682;-0.1025363;-0.3199688;2.984192;-0.05941334;-0.5179152;2.979837;-0.001899375;-0.5714968;2.991633;0.03781996;-0.06070775;2.941434;0.02694699;-0.3730805;2.967043;0.04907145;-0.5763783;2.999116;0.02846154;-0.626586;2.944314;9/14/2022 4:40:31 PM
Frame 16;-0.04605995;-0.03275426;2.968333;-0.05383833;0.008412221;2.99951;-0.1075049;0.2151166;2.991056;-0.2012021;0.3575702;3.025277;-0.2125002;0.1046912;2.99957;-0.2233591;-0.1159425;2.978272;-0.1913875;-0.2683585;2.993142;-0.2041643;-0.3171233;2.99764;0.06743212;0.155892;2.924161;0.1221063;0.3082655;2.734497;0.1087737;0.4435676;2.639018;0.1094679;0.4876537;2.6238;-0.08531614;-0.09945395;2.95744;-0.07992277;-0.3531373;2.980353;-0.04037247;-0.5473927;2.990541;0.02924718;-0.6063697;3.007037;0.0215655;-0.09348311;2.963257;0.02566045;-0.3741041;2.966119;0.04867404;-0.5752971;2.999132;0.02969647;-0.6254749;2.943405;9/14/2022 4:40:31 PM
Frame 17;-0.0457942;-0.0009669807;2.970327;-0.04697271;0.02591124;2.997423;-0.08452071;0.1964824;2.976723;-0.2125745;0.3129213;3.02499;-0.2151582;0.1127565;3.002437;-0.201066;-0.03297397;2.950857;-0.2021309;-0.1981377;2.974607;-0.2271669;-0.2424678;2.982176;0.07823357;0.2067783;2.928188;0.117632;0.3440905;2.737053;0.03217324;0.5485222;2.659056;-0.03923834;0.7320662;2.648181;-0.08850945;-0.08484326;2.967671;-0.05492315;-0.3835823;2.97706;-0.01554172;-0.5742501;2.996362;0.05237779;-0.6218866;3.008682;0.02454636;-0.05617053;2.956342;0.02407112;-0.3782897;2.964632;0.04847466;-0.5745447;2.999428;0.04132783;-0.636646;2.991116;9/14/2022 4:40:31 PM
Frame 18;-0.0457942;-0.0009669807;2.970327;-0.04697271;0.02591124;2.997423;-0.08452071;0.1964824;2.976723;-0.2125745;0.3129213;3.02499;-0.2151582;0.1127565;3.002437;-0.201066;-0.03297397;2.950857;-0.2021309;-0.1981377;2.974607;-0.2271669;-0.2424678;2.982176;0.07823357;0.2067783;2.928188;0.117632;0.3440905;2.737053;0.03217324;0.5485222;2.659056;-0.03923834;0.7320662;2.648181;-0.08850945;-0.08484326;2.967671;-0.05492315;-0.3835823;2.97706;-0.01554172;-0.5742501;2.996362;0.05237779;-0.6218866;3.008682;0.02454636;-0.05617053;2.956342;0.02407112;-0.3782897;2.964632;0.04847466;-0.5745447;2.999428;0.04132783;-0.636646;2.991116;9/14/2022 4:40:31 PM
Frame 19;-0.04586643;0.008373106;2.969792;-0.03375285;0.07184134;2.992798;-0.03873929;0.3655988;2.988981;-0.1500194;0.4615331;3.027894;-0.1629473;0.2914583;3.014886;-0.1861119;0.1000194;2.966345;-0.2024597;-0.1185476;2.966139;-0.2189752;-0.1656167;2.977454;0.07808598;0.2203516;2.925029;0.1196032;0.3555272;2.735318;0.02115999;0.5658089;2.662294;-0.05832472;0.7600748;2.650944;-0.08998554;-0.03728647;2.972261;-0.0971777;-0.3251058;2.973374;-0.04878169;-0.5245733;2.992389;0.0115353;-0.5770113;2.998255;0.01929164;-0.04425742;2.951118;0.02341898;-0.3793699;2.964273;0.04810306;-0.5734943;2.999469;0.03287688;-0.6244012;2.954715;9/14/2022 4:40:31 PM
Frame 20;-0.04336785;0.007114745;2.969459;-0.0223411;0.06264403;2.993832;-0.01292573;0.363277;2.992747;-0.07453388;0.4885534;2.984283;-0.1422189;0.316386;3.017462;-0.1857368;0.09535281;2.97017;-0.2091618;-0.1313181;2.968989;-0.2215624;-0.1784104;2.986799;0.07657672;0.2227305;2.923401;0.1204766;0.3590731;2.735912;0.02059163;0.568505;2.662188;-0.0541287;0.7495532;2.646182;-0.08606169;-0.03301021;2.975025;-0.106712;-0.3119705;2.97228;-0.05920596;-0.5092779;2.99055;-0.002882505;-0.5634918;2.994734;0.01612739;-0.04348265;2.949442;0.02316866;-0.3799764;2.964036;0.04802821;-0.5733354;2.999482;0.03015865;-0.6237896;2.950535;9/14/2022 4:40:31 PM
Frame 21;-0.03215716;-0.008015074;2.968748;-0.01460065;0.02717846;2.992376;0.003272034;0.2124893;2.964703;-0.03557634;0.3913671;2.93926;-0.119286;0.1442457;2.94359;-0.2062088;0.01222797;2.966078;-0.1996326;-0.1685074;2.964775;-0.2200743;-0.2028416;2.991674;0.07664523;0.2023397;2.92509;0.1191559;0.3576484;2.740155;0.02754352;0.5553809;2.664459;-0.04860963;0.7381923;2.642382;-0.07071918;-0.0626093;2.982971;-0.1153984;-0.3109488;2.974633;-0.06586248;-0.5048296;2.991011;-0.00883989;-0.5596839;2.994154;0.01629448;-0.05246742;2.948315;0.02290145;-0.3809825;2.963848;0.04844508;-0.5735295;2.999267;0.0338314;-0.6347737;2.982195;9/14/2022 4:40:31 PM
Frame 22;-0.02528601;-0.01474738;2.96789;-0.01186843;0.01745927;2.990343;0.01944062;0.1451258;2.939479;-0.01742427;0.3358904;2.913118;-0.1039454;0.08505435;2.910922;-0.211753;-0.01389591;2.963434;-0.1219999;-0.1101518;2.849308;-0.09002177;-0.1260498;2.812284;0.07790262;0.1915987;2.926969;0.1172261;0.3519681;2.747603;0.0328176;0.5453342;2.666117;-0.04435836;0.7299379;2.639977;-0.06514291;-0.07289331;2.986296;-0.1089561;-0.3175745;2.973964;-0.04663178;-0.513013;2.991404;-0.01377331;-0.561222;2.946031;0.01737959;-0.05740226;2.947371;0.02301777;-0.3803482;2.963944;0.04893621;-0.5723299;2.998531;0.05581367;-0.620733;2.954736;9/14/2022 4:40:31 PM
Frame 23;-0.02528601;-0.01474738;2.96789;-0.01186843;0.01745927;2.990343;0.01944062;0.1451258;2.939479;-0.01742427;0.3358904;2.913118;-0.1039454;0.08505435;2.910922;-0.211753;-0.01389591;2.963434;-0.1219999;-0.1101518;2.849308;-0.09002177;-0.1260498;2.812284;0.07790262;0.1915987;2.926969;0.1172261;0.3519681;2.747603;0.0328176;0.5453342;2.666117;-0.04435836;0.7299379;2.639977;-0.06514291;-0.07289331;2.986296;-0.1089561;-0.3175745;2.973964;-0.04663178;-0.513013;2.991404;-0.01377331;-0.561222;2.946031;0.01737959;-0.05740226;2.947371;0.02301777;-0.3803482;2.963944;0.04893621;-0.5723299;2.998531;0.05581367;-0.620733;2.954736;9/14/2022 4:40:31 PM
Frame 24;-0.01140637;-0.06202157;2.966503;-0.006677716;-0.02602797;2.982676;0.02579803;0.1227771;2.932202;0.02673145;0.3032082;2.903402;-0.08567446;0.04109469;2.89518;-0.2124013;-0.03178907;2.959965;-0.1834861;-0.1728443;2.917384;-0.1670932;-0.1966174;2.888354;0.08103677;0.1832758;2.929696;0.1181485;0.3448798;2.752814;0.03754371;0.5361503;2.668332;-0.04019852;0.7221931;2.639048;-0.05522555;-0.1160236;2.975554;-0.1041878;-0.3426558;2.974852;-0.03588454;-0.5187075;2.991474;-0.01070796;-0.5618923;2.928803;0.01879462;-0.1025959;2.963204;0.02357042;-0.3786948;2.962673;0.04909895;-0.5716769;2.998142;0.06547701;-0.6153712;2.943873;9/14/2022 4:40:31 PM
Frame 25;-0.007999888;-0.07124276;2.966152;-0.00820215;-0.0164059;2.98312;-0.02278365;0.2792394;2.970023;-0.007752554;0.4061804;2.938669;-0.0882813;0.04775653;2.898657;-0.2131005;-0.03853021;2.959076;-0.2135913;-0.1991202;2.960639;-0.2202374;-0.2369444;2.954465;0.07716469;0.2203551;2.91395;0.1258061;0.3631305;2.733246;0.03799541;0.5485904;2.656173;-0.03824749;0.7181737;2.638066;-0.05216888;-0.1271187;2.970259;-0.1047052;-0.3569357;2.978415;-0.03231672;-0.5202028;2.992007;-0.01172079;-0.5617397;2.922117;0.02331877;-0.1076772;2.969487;0.08006649;-0.3419635;2.977599;0.05254315;-0.5791609;2.997656;0.06098859;-0.6199909;2.934836;9/14/2022 4:40:31 PM
Frame 26;-0.007813757;-0.06376711;2.965408;-0.009603431;-0.005312802;2.983051;-0.03270547;0.233603;2.971259;-0.05300026;0.4065149;2.959931;-0.1602415;0.1136679;2.961982;-0.1919732;-0.04564644;2.942081;-0.2226568;-0.2081164;2.973754;-0.2323847;-0.2464806;3.013914;0.07967037;0.1864305;2.925256;0.1244254;0.335215;2.750248;0.1024392;0.481322;2.647449;0.08257374;0.5223776;2.614309;-0.05246892;-0.128076;2.966915;-0.09941158;-0.3626637;2.978161;-0.02817302;-0.525589;2.991748;0.02360423;-0.5906693;2.957693;0.02919569;-0.1019812;2.970632;0.08952852;-0.3340697;2.977933;0.05211711;-0.5759373;2.996481;0.04767984;-0.6131472;2.929947;9/14/2022 4:40:31 PM
Frame 27;-0.01305877;-0.04274458;2.965163;-0.01101301;0.01097626;2.983576;-0.03819019;0.2870473;2.984196;-0.0849944;0.4888192;2.983701;-0.1452507;0.2200069;3.004291;-0.1852772;-0.001447397;2.950241;-0.2177733;-0.1915997;2.971823;-0.2251871;-0.2348146;3.015969;0.06849651;0.2096159;2.921844;0.1263787;0.3400881;2.743743;0.1444364;0.4550644;2.608129;0.1524587;0.4156641;2.619567;-0.05536705;-0.07267388;2.96858;-0.0900278;-0.3507932;2.975354;-0.0253876;-0.5257547;2.991206;-0.003557995;-0.5798354;2.944;0.02569926;-0.08388124;2.964827;0.04842653;-0.3725652;2.969446;0.05210538;-0.5768318;2.996686;0.03243174;-0.6354565;2.973294;9/14/2022 4:40:31 PM
Frame 28;-0.01442986;-0.03367462;2.96483;-0.008500508;0.01556425;2.981615;0.0264109;0.2041288;2.937878;-0.04185858;0.4324632;2.948332;-0.1376405;0.2056593;2.986952;-0.1867912;0.002715861;2.952477;-0.217747;-0.1871632;2.971393;-0.212672;-0.2066893;2.995354;0.1132727;0.1328534;2.875234;0.1374823;0.3089685;2.738666;0.1379474;0.4540207;2.595023;0.1234203;0.4530262;2.622353;-0.06196894;-0.0665209;2.973429;-0.1034485;-0.3627994;2.991525;-0.03313646;-0.5374106;3.000411;0.01360409;-0.5930179;2.982315;0.02560449;-0.07854549;2.962547;0.02512156;-0.3937102;2.96484;0.05205244;-0.5777369;2.997082;0.02768001;-0.6442678;2.990131;9/14/2022 4:40:31 PM
Frame 29;-0.01605435;-0.02959846;2.964709;-0.00905359;0.0161096;2.979784;0.007746542;0.1469599;2.927652;-0.05420017;0.3819887;2.936594;-0.1688027;0.1622918;2.987342;-0.1960369;-0.009403647;2.956609;-0.2142705;-0.1870688;2.970636;-0.2073584;-0.2188323;2.984094;0.09917005;0.08719277;2.863379;0.1201635;0.2724796;2.745093;0.1219821;0.459106;2.618767;0.09062775;0.4766051;2.615258;-0.0707994;-0.07198144;2.980186;-0.1151678;-0.3574028;2.995957;-0.03509281;-0.5356743;2.998218;-0.02639829;-0.5769851;2.949748;0.024982;-0.07639418;2.960607;0.01633336;-0.3958801;2.962845;0.05198269;-0.5758691;2.996853;0.02532144;-0.6286128;2.964032;9/14/2022 4:40:31 PM
Frame 30;-0.01493692;-0.0001740241;2.967351;-0.01151253;0.052689;2.983533;-0.02931276;0.2751375;2.968527;-0.07615215;0.4636615;2.960992;-0.1652813;0.1062519;2.967565;-0.212514;-0.04024969;2.960601;-0.2086112;-0.1969897;2.972859;-0.20705;-0.2334634;2.978911;0.08197386;0.2036309;2.903907;0.1261516;0.3322034;2.732442;0.1105574;0.4776853;2.617653;0.07463972;0.4914657;2.605852;-0.07151308;-0.07084906;2.982163;-0.07100613;-0.3330423;2.975399;-0.0362763;-0.5307469;2.994445;-0.001548149;-0.5796563;2.977732;0.03497745;-0.04224072;2.950713;0.03514191;-0.3338651;2.963556;0.05177617;-0.5741311;2.996654;0.02930724;-0.6151313;2.943205;9/14/2022 4:40:31 PM
Frame 31;-0.01736178;-0.03762912;2.965114;-0.01241009;0.005884174;2.976239;-0.0208803;0.2142448;2.956765;-0.06723852;0.4122263;2.95035;-0.1572839;0.08468373;2.956059;-0.21661;-0.04879966;2.961955;-0.2052742;-0.2022559;2.974461;-0.2078708;-0.2422107;2.975902;0.09615303;0.1485765;2.895272;0.1288368;0.3072651;2.74122;0.107796;0.4802563;2.618887;0.06618205;0.5013189;2.598998;-0.07334076;-0.1118199;2.968099;-0.04892518;-0.3469332;2.967716;-0.03862052;-0.5299034;2.993967;0.008415275;-0.5826148;2.991776;0.03346557;-0.08154117;2.962417;0.0490024;-0.3595303;2.96594;0.05160354;-0.5746579;2.996993;0.02973223;-0.614428;2.937883;9/14/2022 4:40:31 PM
Frame 32;-0.01933238;-0.04488248;2.964808;-0.01471188;-0.007814055;2.973625;-0.01574787;0.1722627;2.948205;-0.06481865;0.3908487;2.946447;-0.1259613;0.1281869;2.945753;-0.2073214;-0.04657416;2.955326;-0.2039948;-0.202373;2.974842;-0.2133651;-0.2436211;2.969698;0.1004114;0.1213484;2.890782;0.1289397;0.3007429;2.743935;0.1062863;0.4812964;2.619894;0.06094291;0.5126453;2.591728;-0.07529105;-0.1153084;2.966751;-0.03803772;-0.3521554;2.967039;-0.04765291;-0.5474819;3.003861;0.01840213;-0.592925;3.00259;0.0310787;-0.09126092;2.964759;0.0512105;-0.3734797;2.96598;0.0513474;-0.5751379;2.997234;0.02969895;-0.6157945;2.935741;9/14/2022 4:40:31 PM
Frame 33;-0.01933238;-0.04488248;2.964808;-0.01471188;-0.007814055;2.973625;-0.01574787;0.1722627;2.948205;-0.06481865;0.3908487;2.946447;-0.1259613;0.1281869;2.945753;-0.2073214;-0.04657416;2.955326;-0.2039948;-0.202373;2.974842;-0.2133651;-0.2436211;2.969698;0.1004114;0.1213484;2.890782;0.1289397;0.3007429;2.743935;0.1062863;0.4812964;2.619894;0.06094291;0.5126453;2.591728;-0.07529105;-0.1153084;2.966751;-0.03803772;-0.3521554;2.967039;-0.04765291;-0.5474819;3.003861;0.01840213;-0.592925;3.00259;0.0310787;-0.09126092;2.964759;0.0512105;-0.3734797;2.96598;0.0513474;-0.5751379;2.997234;0.02969895;-0.6157945;2.935741;9/14/2022 4:40:31 PM
Frame 34;-0.02033515;-0.04713088;2.964934;-0.01882416;0.001332758;2.979434;-0.03672931;0.2672861;2.993772;-0.08276155;0.4665279;2.985839;-0.1215047;0.1487272;2.943916;-0.2050517;-0.03926561;2.957858;-0.2027839;-0.1988309;2.973533;-0.210571;-0.2368393;2.951462;0.07925314;0.2107028;2.909555;0.1068182;0.3953798;2.772858;0.1052433;0.4841219;2.618825;0.05884031;0.516721;2.588969;-0.07582683;-0.1103009;2.966756;-0.0742976;-0.346094;2.975299;-0.04260343;-0.5422619;2.997611;-0.01213024;-0.57747;2.94673;0.03018422;-0.0939287;2.965427;0.04347567;-0.3744773;2.965292;0.05155475;-0.5734137;2.996873;0.03307225;-0.6152155;2.934351;9/14/2022 4:40:32 PM
