Frames;HipCenter X;HipCenter Y;HipCenter Z;Spine X;Spine Y;Spine Z;ShoulderCenter X;ShoulderCenter Y;ShoulderCenter Z;Head X;Head Y;Head Z;ShoulderLeft X;ShoulderLeft Y;ShoulderLeft Z;ElbowLeft X;ElbowLeft Y;ElbowLeft Z;WristLeft X;WristLeft Y;WristLeft Z;HandLeft X;HandLeft Y;HandLeft Z;ShoulderRight X;ShoulderRight Y;ShoulderRight Z;ElbowRight X;ElbowRight Y;ElbowRight Z;WristRight X;WristRight Y;WristRight Z;HandRight X;HandRight Y;HandRight Z;HipLeft X;HipLeft Y;HipLeft Z;KneeLeft X;KneeLeft Y;KneeLeft Z;AnkleLeft X;AnkleLeft Y;AnkleLeft Z;FootLeft X;FootLeft Y;FootLeft Z;HipRight X;HipRight Y;HipRight Z;KneeRight X;KneeRight Y;KneeRight Z;AnkleRight X;AnkleRight Y;AnkleRight Z;FootRight X;FootRight Y;FootRight Z;Time Stamp
Frame 11;0.9595026;0.03178077;2.248552;0.9754078;0.1061685;2.225697;1.057477;0.468668;2.126068;1.028556;0.6330699;2.100499;0.9766522;0.3465544;2.276765;1.015819;0.2467757;2.025356;0.9324772;0.08495023;2.195838;0.9256244;0.0248077;2.211083;1.039879;0.3476619;2.062225;1.020213;0.1592997;1.908336;0.9311858;0.02738268;1.781084;0.8728477;-0.0204395;1.719259;0.9427145;-0.001404568;2.281378;0.9977289;-0.4273818;2.388859;0.9618021;-0.7744129;2.536732;0.9198098;-0.8108902;2.633307;0.9661053;0.01343869;2.227662;1.085962;-0.3542421;2.343962;1.006848;-0.6256853;2.600404;0.9582365;-0.7228736;2.598375;9/14/2022 3:23:39 PM
Frame 12;0.9601352;0.03033178;2.24846;0.9758663;0.1047625;2.225694;1.057433;0.4686402;2.126194;1.028635;0.632781;2.101349;0.9805766;0.3558355;2.279461;1.014334;0.2516912;2.024614;0.9296519;0.09358579;2.196767;0.9228201;0.03331089;2.211913;1.039629;0.3476285;2.062795;1.019454;0.1715279;1.901983;0.9346241;0.06541078;1.763352;0.9069442;0.0417609;1.714267;0.9430342;-0.002729354;2.281487;1.000124;-0.4289207;2.389341;0.9606831;-0.776616;2.538664;0.9215772;-0.8059782;2.643221;0.9670763;0.01182353;2.227406;0.9598433;-0.3461582;2.369128;0.9648064;-0.6281172;2.612854;0.9358064;-0.7308741;2.605497;9/14/2022 3:23:39 PM
Frame 13;0.9612507;0.02917971;2.248304;0.9766251;0.1036635;2.225677;1.057384;0.4686153;2.126385;1.028774;0.6326545;2.101903;0.9822626;0.3596824;2.280421;1.013564;0.2546779;2.024348;0.9280226;0.09862331;2.197232;0.9211859;0.03833414;2.212334;1.039425;0.3476287;2.063298;1.018673;0.1815103;1.899476;0.9128409;0.08914669;1.717333;0.7937968;0.100875;1.607601;0.9445171;-0.003285032;2.281148;1.002416;-0.4349242;2.392637;0.9601668;-0.7808468;2.541658;0.9052219;-0.8266156;2.621944;0.9684035;0.01046656;2.227243;0.9091978;-0.3394911;2.376078;0.9514592;-0.6262627;2.616961;0.9276559;-0.7320224;2.608591;9/14/2022 3:23:39 PM
Frame 14;0.9612507;0.02917971;2.248304;0.9766251;0.1036635;2.225677;1.057384;0.4686153;2.126385;1.028774;0.6326545;2.101903;0.9822626;0.3596824;2.280421;1.013564;0.2546779;2.024348;0.9280226;0.09862331;2.197232;0.9211859;0.03833414;2.212334;1.039425;0.3476287;2.063298;1.018673;0.1815103;1.899476;0.9128409;0.08914669;1.717333;0.7937968;0.100875;1.607601;0.9445171;-0.003285032;2.281148;1.002416;-0.4349242;2.392637;0.9601668;-0.7808468;2.541658;0.9052219;-0.8266156;2.621944;0.9684035;0.01046656;2.227243;0.9091978;-0.3394911;2.376078;0.9514592;-0.6262627;2.616961;0.9276559;-0.7320224;2.608591;9/14/2022 3:23:39 PM
Frame 15;0.9647241;0.02929605;2.247111;0.9786547;0.1033059;2.225273;1.05737;0.4686375;2.127031;1.028947;0.6326246;2.102269;0.9848509;0.3645865;2.280225;1.013113;0.2556542;2.024682;0.9271768;0.1004156;2.197583;0.9203461;0.04011158;2.212657;1.039261;0.347639;2.063726;1.025526;0.2387416;1.884964;0.8946906;0.1247245;1.688941;0.7368599;0.1656549;1.574202;0.9490329;-0.001929773;2.279598;1.00388;-0.4405577;2.396129;0.9601383;-0.7848495;2.544144;0.899627;-0.8336166;2.612631;0.971338;0.009806745;2.226138;0.8957526;-0.3346084;2.37584;0.9459256;-0.621141;2.615744;0.9271036;-0.7281237;2.60443;9/14/2022 3:23:39 PM
Frame 16;0.9647241;0.02929605;2.247111;0.9786547;0.1033059;2.225273;1.05737;0.4686375;2.127031;1.028947;0.6326246;2.102269;0.9848509;0.3645865;2.280225;1.013113;0.2556542;2.024682;0.9271768;0.1004156;2.197583;0.9203461;0.04011158;2.212657;1.039261;0.347639;2.063726;1.025526;0.2387416;1.884964;0.8946906;0.1247245;1.688941;0.7368599;0.1656549;1.574202;0.9490329;-0.001929773;2.279598;1.00388;-0.4405577;2.396129;0.9601383;-0.7848495;2.544144;0.899627;-0.8336166;2.612631;0.971338;0.009806745;2.226138;0.8957526;-0.3346084;2.37584;0.9459256;-0.621141;2.615744;0.9271036;-0.7281237;2.60443;9/14/2022 3:23:39 PM
Frame 17;0.9683786;0.03002628;2.245498;0.9813213;0.1035784;2.224315;1.057431;0.4687857;2.127449;1.029338;0.6330725;2.102401;0.9872729;0.3688796;2.278872;1.01185;0.2629079;2.022137;0.923524;0.1135258;2.195219;0.9166349;0.05343067;2.210283;1.040483;0.3504021;2.062075;0.9886314;0.2578384;1.883601;0.8531346;0.178405;1.656382;0.7384803;0.2294386;1.580736;0.9532715;-7.185113E-05;2.277588;1.004751;-0.4447833;2.398797;0.9603675;-0.7880555;2.546034;0.8972287;-0.8366549;2.608256;0.9748993;0.009917093;2.224539;0.9069164;-0.328088;2.369247;0.9456496;-0.6182764;2.607253;0.9260466;-0.7272155;2.602927;9/14/2022 3:23:39 PM
Frame 18;0.9747399;0.03534738;2.241364;0.9866533;0.1090699;2.220064;1.051469;0.4845511;2.118361;1.031847;0.6484544;2.097465;0.9854923;0.382908;2.268544;1.013449;0.2940121;2.004854;0.9246732;0.1503668;2.179865;0.9177489;0.09048408;2.194943;1.038034;0.3660662;2.050387;0.9778923;0.2664735;1.8708;0.8218328;0.2393789;1.630972;0.7422415;0.319562;1.603612;0.9591057;0.006293504;2.274928;1.005185;-0.4473985;2.400469;0.9605539;-0.7901707;2.547201;0.9186293;-0.812942;2.639211;0.9805858;0.01140952;2.220724;0.9200575;-0.3256762;2.364266;0.9476818;-0.6143855;2.604167;0.9265954;-0.724035;2.601921;9/14/2022 3:23:39 PM
Frame 19;0.9747399;0.03534738;2.241364;0.9866533;0.1090699;2.220064;1.051469;0.4845511;2.118361;1.031847;0.6484544;2.097465;0.9854923;0.382908;2.268544;1.013449;0.2940121;2.004854;0.9246732;0.1503668;2.179865;0.9177489;0.09048408;2.194943;1.038034;0.3660662;2.050387;0.9778923;0.2664735;1.8708;0.8218328;0.2393789;1.630972;0.7422415;0.319562;1.603612;0.9591057;0.006293504;2.274928;1.005185;-0.4473985;2.400469;0.9605539;-0.7901707;2.547201;0.9186293;-0.812942;2.639211;0.9805858;0.01140952;2.220724;0.9200575;-0.3256762;2.364266;0.9476818;-0.6143855;2.604167;0.9265954;-0.724035;2.601921;9/14/2022 3:23:39 PM
Frame 20;0.979731;0.04128338;2.237456;0.9911191;0.1148784;2.215594;1.050533;0.4909855;2.110306;1.032558;0.6548199;2.095275;0.9856766;0.3906746;2.258815;1.014741;0.2834573;2.00554;0.9296935;0.1391942;2.19373;0.9201865;0.08866451;2.200507;1.038183;0.3746603;2.040159;0.973622;0.2720207;1.863344;0.7972111;0.3522493;1.643405;0.7520596;0.4081636;1.622621;0.9627135;0.01099937;2.273822;1.004324;-0.427416;2.390846;0.9639668;-0.7700682;2.537228;0.9350601;-0.7907707;2.641547;0.9852371;0.01305473;2.216266;0.9289427;-0.3253756;2.361338;0.9504853;-0.6103699;2.603359;0.9279312;-0.7198234;2.601591;9/14/2022 3:23:39 PM
Frame 21;0.9828044;0.04497961;2.234962;0.9938989;0.1183675;2.212872;1.050722;0.4930355;2.108058;1.034268;0.6564725;2.092249;0.9863055;0.3936201;2.255331;1.031563;0.2474441;2.02452;0.9431746;0.1356563;2.214653;0.9363036;0.08213936;2.226629;1.085025;0.4215009;2.04436;0.9902508;0.3056297;1.904331;0.8253312;0.4279521;1.702842;0.7687987;0.4720685;1.640123;0.9645369;0.01381935;2.272431;1.003883;-0.4362769;2.396147;0.9636819;-0.7776601;2.542121;0.9128734;-0.8116803;2.615307;0.9904311;0.01485072;2.213123;0.934082;-0.3255127;2.359793;0.9523353;-0.6118265;2.597935;0.9330846;-0.7218133;2.595608;9/14/2022 3:23:40 PM
Frame 22;0.9852605;0.05390452;2.231039;0.9972621;0.1312854;2.205259;1.061914;0.5237618;2.070747;1.039499;0.6905248;2.064391;0.9872181;0.3940028;2.253533;1.029224;0.2614884;2.013119;0.9451168;0.153782;2.216943;0.9386652;0.09601682;2.230595;1.110739;0.4756871;2.009556;1.000632;0.3317192;1.911749;0.8417954;0.4531645;1.714495;0.7832554;0.4907054;1.638755;0.9649502;0.01647386;2.271265;1.00368;-0.4434039;2.400204;0.9629045;-0.7854112;2.546446;0.9101078;-0.8111083;2.628767;0.9941744;0.01745398;2.211077;0.9369652;-0.3256839;2.358901;0.9533812;-0.6105871;2.597315;0.9332755;-0.719527;2.595962;9/14/2022 3:23:40 PM
Frame 23;0.9855427;0.05772209;2.229749;0.996803;0.1340783;2.205976;1.056506;0.4778001;2.158457;1.052745;0.6617282;2.063652;0.9799784;0.3244394;2.354141;1.013004;0.2229051;2.099001;0.9316615;0.12602;2.310225;0.925138;0.06556823;2.325734;1.033556;0.3737989;2.063482;0.9815687;0.2998706;1.899498;0.8536764;0.4704579;1.728389;0.8243897;0.5144327;1.687697;0.9626674;0.01386606;2.27604;1.003588;-0.448182;2.402821;0.9614925;-0.7904426;2.549354;0.9073402;-0.8108533;2.637468;0.9895857;0.01793201;2.202684;0.938692;-0.3259966;2.358427;0.9540917;-0.6095256;2.597492;0.9351066;-0.7178428;2.594455;9/14/2022 3:23:40 PM
Frame 24;0.9855427;0.05772209;2.229749;0.996803;0.1340783;2.205976;1.056506;0.4778001;2.158457;1.052745;0.6617282;2.063652;0.9799784;0.3244394;2.354141;1.013004;0.2229051;2.099001;0.9316615;0.12602;2.310225;0.925138;0.06556823;2.325734;1.033556;0.3737989;2.063482;0.9815687;0.2998706;1.899498;0.8536764;0.4704579;1.728389;0.8243897;0.5144327;1.687697;0.9626674;0.01386606;2.27604;1.003588;-0.448182;2.402821;0.9614925;-0.7904426;2.549354;0.9073402;-0.8108533;2.637468;0.9895857;0.01793201;2.202684;0.938692;-0.3259966;2.358427;0.9540917;-0.6095256;2.597492;0.9351066;-0.7178428;2.594455;9/14/2022 3:23:40 PM
Frame 25;0.9855427;0.05772209;2.229749;0.996803;0.1340783;2.205976;1.056506;0.4778001;2.158457;1.052745;0.6617282;2.063652;0.9799784;0.3244394;2.354141;1.013004;0.2229051;2.099001;0.9316615;0.12602;2.310225;0.925138;0.06556823;2.325734;1.033556;0.3737989;2.063482;0.9815687;0.2998706;1.899498;0.8536764;0.4704579;1.728389;0.8243897;0.5144327;1.687697;0.9626674;0.01386606;2.27604;1.003588;-0.448182;2.402821;0.9614925;-0.7904426;2.549354;0.9073402;-0.8108533;2.637468;0.9895857;0.01793201;2.202684;0.938692;-0.3259966;2.358427;0.9540917;-0.6095256;2.597492;0.9351066;-0.7178428;2.594455;9/14/2022 3:23:40 PM
Frame 26;0.984657;0.05956759;2.229756;0.9948179;0.134511;2.208668;1.048783;0.469911;2.172386;1.060019;0.6519557;2.057665;0.9747416;0.3096226;2.373378;1.017716;0.170244;2.1485;0.9466375;0.04565017;2.344389;0.9399085;-0.01565089;2.360495;0.9980378;0.3234592;2.086168;0.9764038;0.2424673;1.902406;0.8819669;0.4519964;1.76358;0.8251515;0.5558255;1.68562;0.9607055;0.01191901;2.279461;1.003551;-0.4510997;2.404364;0.9607093;-0.7934688;2.551062;0.9066755;-0.8103024;2.643085;0.9866348;0.01887005;2.200269;0.9035172;-0.3030634;2.364658;0.9407758;-0.5940408;2.596912;0.9174326;-0.699582;2.597729;9/14/2022 3:23:40 PM
Frame 27;0.9759926;0.03984229;2.237229;0.9888672;0.124967;2.214481;1.033231;0.4814824;2.158012;1.063979;0.6476333;2.053342;0.9663728;0.3095678;2.373494;1.017759;0.1588183;2.16055;0.9498763;0.02592411;2.350102;0.943087;-0.03560451;2.366327;0.9961641;0.301788;2.047235;1.061032;0.1108715;2.051277;0.9806061;0.3001202;1.88772;0.8899472;0.4506285;1.694545;0.9577835;0.008007435;2.279524;1.003506;-0.4528519;2.405231;0.9600705;-0.7951367;2.552502;0.8994858;-0.8135244;2.64354;0.9846475;0.0167743;2.205928;0.888732;-0.301899;2.365354;0.9296871;-0.5941144;2.594208;0.906749;-0.6994777;2.598221;9/14/2022 3:23:40 PM
Frame 28;0.9759926;0.03984229;2.237229;0.9888672;0.124967;2.214481;1.033231;0.4814824;2.158012;1.063979;0.6476333;2.053342;0.9663728;0.3095678;2.373494;1.017759;0.1588183;2.16055;0.9498763;0.02592411;2.350102;0.943087;-0.03560451;2.366327;0.9961641;0.301788;2.047235;1.061032;0.1108715;2.051277;0.9806061;0.3001202;1.88772;0.8899472;0.4506285;1.694545;0.9577835;0.008007435;2.279524;1.003506;-0.4528519;2.405231;0.9600705;-0.7951367;2.552502;0.8994858;-0.8135244;2.64354;0.9846475;0.0167743;2.205928;0.888732;-0.301899;2.365354;0.9296871;-0.5941144;2.594208;0.906749;-0.6994777;2.598221;9/14/2022 3:23:40 PM
Frame 29;0.9740158;0.03702905;2.235874;0.9863903;0.1203182;2.215906;1.033784;0.4474759;2.15746;1.044618;0.6047688;2.082543;0.9639961;0.2959425;2.373702;1.017075;0.1581601;2.148153;0.9456066;0.01428267;2.324836;0.9386482;-0.04678816;2.34033;1.00523;0.2993383;2.012736;1.099147;0.0728514;2.110356;1.020797;0.259414;1.94423;0.9713227;0.3568263;1.838608;0.956293;0.004732693;2.277266;1.003473;-0.4539205;2.405714;0.9595464;-0.7961274;2.553368;0.8946105;-0.8157334;2.643049;0.9829155;0.02113502;2.201532;0.8882191;-0.296192;2.358506;0.9272535;-0.587745;2.587421;0.9034556;-0.6945234;2.596138;9/14/2022 3:23:40 PM
Frame 30;0.9740158;0.03702905;2.235874;0.9863903;0.1203182;2.215906;1.033784;0.4474759;2.15746;1.044618;0.6047688;2.082543;0.9639961;0.2959425;2.373702;1.017075;0.1581601;2.148153;0.9456066;0.01428267;2.324836;0.9386482;-0.04678816;2.34033;1.00523;0.2993383;2.012736;1.099147;0.0728514;2.110356;1.020797;0.259414;1.94423;0.9713227;0.3568263;1.838608;0.956293;0.004732693;2.277266;1.003473;-0.4539205;2.405714;0.9595464;-0.7961274;2.553368;0.8946105;-0.8157334;2.643049;0.9829155;0.02113502;2.201532;0.8882191;-0.296192;2.358506;0.9272535;-0.587745;2.587421;0.9034556;-0.6945234;2.596138;9/14/2022 3:23:40 PM
Frame 31;0.9728433;0.03969633;2.231992;0.9853501;0.118931;2.216267;1.03528;0.4425318;2.156698;1.037658;0.593303;2.09151;0.963983;0.2923236;2.372681;1.019491;0.1750035;2.127086;0.9445027;0.02291081;2.301788;0.9374896;-0.03743706;2.316707;1.009764;0.3014919;2.000974;1.107142;0.07589951;2.118601;1.026007;0.2617121;1.953881;0.9999806;0.3254828;1.901115;0.9557652;0.004029575;2.274689;1.003447;-0.4545885;2.405989;0.9592166;-0.7967469;2.553815;0.8931302;-0.8163809;2.643255;0.9808836;0.02745824;2.196857;0.8923347;-0.2910415;2.351397;0.9293509;-0.578853;2.583498;0.9043243;-0.6860684;2.593975;9/14/2022 3:23:40 PM
Frame 32;0.9711889;0.02824203;2.227926;0.983432;0.1026935;2.214294;1.036703;0.4399517;2.156527;1.03483;0.5875888;2.095789;0.9643431;0.2898722;2.371317;1.020287;0.1850239;2.115233;0.94328;0.03113679;2.28822;0.9362533;-0.02888051;2.303007;1.012445;0.3048677;1.995725;1.105636;0.08509345;2.112568;1.015014;0.283806;1.939355;0.9974696;0.332863;1.90961;0.9574792;-0.01360732;2.242247;1.00341;-0.4550663;2.406125;0.9589328;-0.7971796;2.554067;0.9033149;-0.820921;2.645737;0.9790179;0.02519142;2.20297;0.8936705;-0.2980498;2.350709;0.9288679;-0.5837105;2.583218;0.9032533;-0.6907833;2.59369;9/14/2022 3:23:40 PM
Frame 33;0.9711889;0.02824203;2.227926;0.983432;0.1026935;2.214294;1.036703;0.4399517;2.156527;1.03483;0.5875888;2.095789;0.9643431;0.2898722;2.371317;1.020287;0.1850239;2.115233;0.94328;0.03113679;2.28822;0.9362533;-0.02888051;2.303007;1.012445;0.3048677;1.995725;1.105636;0.08509345;2.112568;1.015014;0.283806;1.939355;0.9974696;0.332863;1.90961;0.9574792;-0.01360732;2.242247;1.00341;-0.4550663;2.406125;0.9589328;-0.7971796;2.554067;0.9033149;-0.820921;2.645737;0.9790179;0.02519142;2.20297;0.8936705;-0.2980498;2.350709;0.9288679;-0.5837105;2.583218;0.9032533;-0.6907833;2.59369;9/14/2022 3:23:40 PM
Frame 34;0.9707094;0.02340446;2.225491;0.9828696;0.09586257;2.213027;1.038943;0.4398798;2.157157;1.033417;0.58475;2.097977;0.9649653;0.2886922;2.370324;1.020856;0.1923616;2.10875;0.9426185;0.03964946;2.280702;0.9355978;-0.02022316;2.295496;1.012724;0.3175303;2.010896;1.100756;0.1408347;2.036464;1.002245;0.3353432;1.885268;0.9773662;0.3919675;1.8529;0.9582027;-0.01803114;2.233696;1.00334;-0.4554558;2.406189;0.9586906;-0.7975357;2.554192;0.905158;-0.824166;2.64413;0.9783005;0.02470871;2.204083;0.8939844;-0.2993925;2.350188;0.928742;-0.5851251;2.583085;0.9029635;-0.6921502;2.593472;9/14/2022 3:23:40 PM
Frame 35;0.9707003;0.0209079;2.223998;0.9827592;0.09249396;2.212219;1.040872;0.4407936;2.157891;1.032818;0.5838557;2.099051;0.9656155;0.2881541;2.369432;1.021067;0.1969997;2.105207;0.942089;0.04591172;2.276762;0.9350789;-0.01391659;2.291598;1.024669;0.280259;2.038489;1.127041;0.142969;1.980871;1.021138;0.3395317;1.846713;0.9863687;0.4025753;1.817398;0.9584553;-0.02006599;2.229898;1.003209;-0.4557748;2.406165;0.9585891;-0.7979431;2.554064;0.9161939;-0.8170189;2.649701;0.978678;0.02319311;2.203929;0.8939952;-0.300204;2.350118;0.9285068;-0.5862727;2.583132;0.9027983;-0.6932771;2.593361;9/14/2022 3:23:40 PM
Frame 36;0.9707003;0.0209079;2.223998;0.9827592;0.09249396;2.212219;1.040872;0.4407936;2.157891;1.032818;0.5838557;2.099051;0.9656155;0.2881541;2.369432;1.021067;0.1969997;2.105207;0.942089;0.04591172;2.276762;0.9350789;-0.01391659;2.291598;1.024669;0.280259;2.038489;1.127041;0.142969;1.980871;1.021138;0.3395317;1.846713;0.9863687;0.4025753;1.817398;0.9584553;-0.02006599;2.229898;1.003209;-0.4557748;2.406165;0.9585891;-0.7979431;2.554064;0.9161939;-0.8170189;2.649701;0.978678;0.02319311;2.203929;0.8939952;-0.300204;2.350118;0.9285068;-0.5862727;2.583132;0.9027983;-0.6932771;2.593361;9/14/2022 3:23:40 PM
