Frames;HipCenter X;HipCenter Y;HipCenter Z;Spine X;Spine Y;Spine Z;ShoulderCenter X;ShoulderCenter Y;ShoulderCenter Z;Head X;Head Y;Head Z;ShoulderLeft X;ShoulderLeft Y;ShoulderLeft Z;ElbowLeft X;ElbowLeft Y;ElbowLeft Z;WristLeft X;WristLeft Y;WristLeft Z;HandLeft X;HandLeft Y;HandLeft Z;ShoulderRight X;ShoulderRight Y;ShoulderRight Z;ElbowRight X;ElbowRight Y;ElbowRight Z;WristRight X;WristRight Y;WristRight Z;HandRight X;HandRight Y;HandRight Z;HipLeft X;HipLeft Y;HipLeft Z;KneeLeft X;KneeLeft Y;KneeLeft Z;AnkleLeft X;AnkleLeft Y;AnkleLeft Z;FootLeft X;FootLeft Y;FootLeft Z;HipRight X;HipRight Y;HipRight Z;KneeRight X;KneeRight Y;KneeRight Z;AnkleRight X;AnkleRight Y;AnkleRight Z;FootRight X;FootRight Y;FootRight Z;Time Stamp
Frame 11;-0.2346151;0.2325295;2.649923;-0.2654984;0.3056829;2.682465;-0.2929264;0.7030383;2.674128;-0.268646;0.8902085;2.641482;-0.3894984;0.568146;2.585535;-0.4796748;0.3803274;2.478295;-0.4999357;0.1913176;2.39391;-0.4902263;0.1309529;2.371954;-0.1544375;0.5964322;2.747352;-0.05599133;0.4102287;2.894438;0.05820422;0.2445943;2.95166;0.1062639;0.1774103;2.968755;-0.2809924;0.1692542;2.615617;-0.299734;-0.2145942;2.618712;-0.3036523;-0.5318538;2.668305;-0.3325025;-0.5890157;2.625614;-0.1736628;0.172915;2.674937;-0.1530807;-0.2183662;2.749487;-0.2147458;-0.5394389;2.740782;-0.1849721;-0.6087368;2.755862;9/6/2020 9:50:27 PM
Frame 12;-0.2341171;0.2302168;2.649709;-0.2654204;0.3044649;2.682718;-0.2930519;0.7028821;2.674498;-0.2691627;0.8904339;2.641532;-0.3895562;0.5678344;2.58606;-0.479824;0.3805435;2.478616;-0.5000666;0.1916338;2.393996;-0.4904079;0.1310893;2.372323;-0.1553089;0.5977902;2.747991;-0.05613824;0.4107945;2.894467;0.06097706;0.2426273;2.95327;0.1080549;0.1768696;2.968669;-0.2808762;0.1677736;2.61605;-0.2997183;-0.2145444;2.618773;-0.3035247;-0.5316112;2.668297;-0.3317101;-0.589119;2.625804;-0.172699;0.1722464;2.67389;-0.1530412;-0.2184126;2.749714;-0.2146699;-0.5393515;2.740718;-0.1847088;-0.6083646;2.756516;9/6/2020 9:50:27 PM
Frame 13;-0.2335967;0.2300299;2.648064;-0.2653285;0.3041732;2.682406;-0.2931066;0.7028202;2.674654;-0.2692939;0.8904818;2.641553;-0.3895794;0.5677147;2.586261;-0.4798808;0.3806341;2.478758;-0.5001306;0.1917717;2.394038;-0.4904897;0.1311458;2.372484;-0.1557458;0.5983628;2.748082;-0.05626819;0.4111863;2.894399;0.0632275;0.2404931;2.954594;0.1088586;0.1766135;2.968687;-0.2809113;0.1683099;2.61428;-0.2997189;-0.2145102;2.61879;-0.3034551;-0.531486;2.668304;-0.3311232;-0.5889049;2.625548;-0.170564;0.1738598;2.669462;-0.1530254;-0.2184409;2.749821;-0.2146336;-0.5393041;2.74068;-0.1845531;-0.6081743;2.756786;9/6/2020 9:50:28 PM
Frame 14;-0.2333942;0.2298908;2.647758;-0.2652897;0.3040366;2.682379;-0.2931574;0.7027717;2.674786;-0.2693547;0.890518;2.641583;-0.3896002;0.5676139;2.586431;-0.4799251;0.3807261;2.478898;-0.5001921;0.191912;2.394083;-0.4905646;0.1311957;2.372629;-0.155971;0.5986331;2.748142;-0.0563441;0.411444;2.894421;0.06397979;0.2398886;2.955122;0.1095668;0.1764122;2.96877;-0.280387;0.1686379;2.614917;-0.2997243;-0.2144845;2.618793;-0.3033844;-0.5313848;2.668322;-0.330303;-0.5887421;2.625249;-0.1700479;0.1742031;2.668537;-0.1530109;-0.2184674;2.749918;-0.2145953;-0.5392579;2.74064;-0.1842623;-0.6076943;2.7577;9/6/2020 9:50:28 PM
Frame 15;-0.2331723;0.2297765;2.64751;-0.2652168;0.303881;2.682423;-0.2933605;0.7029511;2.674962;-0.2693863;0.8906518;2.64173;-0.38962;0.567507;2.58668;-0.4799932;0.3808824;2.479133;-0.5002897;0.192192;2.394086;-0.4906785;0.1312713;2.372824;-0.1566915;0.5988976;2.746754;-0.05613031;0.4117024;2.891792;0.06328469;0.2419967;2.954787;0.1104969;0.176252;2.968822;-0.2796715;0.1692227;2.616338;-0.2997487;-0.2144491;2.61878;-0.3031706;-0.5313511;2.668442;-0.3292269;-0.589089;2.625454;-0.1696393;0.1745109;2.667739;-0.1529985;-0.2185418;2.750093;-0.2145332;-0.5391534;2.740513;-0.1839213;-0.6071064;2.758623;9/6/2020 9:50:28 PM
Frame 16;-0.2331192;0.2297408;2.647467;-0.2651903;0.3038191;2.682469;-0.2937864;0.7033669;2.675065;-0.2693759;0.8907229;2.641833;-0.3896262;0.5674819;2.586774;-0.4800187;0.380938;2.479235;-0.5003204;0.1922977;2.394078;-0.4907165;0.131296;2.372885;-0.1572078;0.5991797;2.745615;-0.05601396;0.4120811;2.890305;0.06331336;0.2421401;2.954809;0.1110192;0.1760975;2.968829;-0.2794304;0.1694437;2.617048;-0.2997672;-0.2144371;2.618763;-0.303075;-0.5313432;2.668499;-0.328705;-0.5893265;2.625621;-0.1695891;0.1745663;2.66753;-0.1530039;-0.2185943;2.750169;-0.2145109;-0.5390944;2.740432;-0.1838107;-0.6069934;2.758604;9/6/2020 9:50:28 PM
Frame 17;-0.2330407;0.2297418;2.647433;-0.2651439;0.3037458;2.682576;-0.2945702;0.7041392;2.675218;-0.2690767;0.8908522;2.642377;-0.3896299;0.5674603;2.586925;-0.4800456;0.3809947;2.479421;-0.500342;0.1924013;2.394098;-0.4907424;0.1313034;2.372958;-0.1575776;0.5987507;2.743415;-0.05566395;0.4124702;2.88905;0.06230038;0.2442852;2.954628;0.1116702;0.1761365;2.968798;-0.2791114;0.1699535;2.617877;-0.299791;-0.2144204;2.618741;-0.3028492;-0.531373;2.668638;-0.3280512;-0.5896558;2.625863;-0.1696094;0.174621;2.667326;-0.1530109;-0.2186847;2.750288;-0.2144649;-0.5390047;2.740316;-0.1836035;-0.6068736;2.758188;9/6/2020 9:50:28 PM
Frame 18;-0.2329824;0.2298412;2.647447;-0.2651119;0.3037721;2.682634;-0.2948014;0.7044137;2.675224;-0.2688002;0.8910485;2.642775;-0.3896255;0.5674698;2.58698;-0.4800198;0.3810263;2.479594;-0.500337;0.1924566;2.394145;-0.4907421;0.1312975;2.372982;-0.1576647;0.5986409;2.742671;-0.05554026;0.412666;2.888704;0.0627057;0.2439656;2.954945;0.1120864;0.1760144;2.968887;-0.2789465;0.1703546;2.618074;-0.2997957;-0.2144137;2.618734;-0.3027256;-0.5314141;2.668718;-0.3278374;-0.5897781;2.625942;-0.1696576;0.174706;2.667301;-0.152995;-0.2185397;2.75031;-0.2144279;-0.5389738;2.740268;-0.1833666;-0.6068978;2.75763;9/6/2020 9:50:28 PM
Frame 19;-0.2328843;0.2301955;2.647531;-0.2650465;0.3039153;2.682769;-0.2949606;0.7047198;2.675208;-0.2683742;0.8914053;2.643406;-0.3896499;0.5675784;2.587092;-0.479959;0.3810094;2.479886;-0.5002894;0.192502;2.394217;-0.4907151;0.1312509;2.373018;-0.1575971;0.5985327;2.741954;-0.05541111;0.4128332;2.88844;0.06385709;0.2426672;2.955634;0.1128208;0.1757156;2.969138;-0.2786792;0.1711617;2.618369;-0.2997986;-0.2143996;2.618726;-0.3025004;-0.5314637;2.668866;-0.3277076;-0.5898633;2.626046;-0.1698565;0.1749346;2.667321;-0.1529643;-0.2182645;2.750329;-0.2143452;-0.5388951;2.740179;-0.1829017;-0.6069319;2.756257;9/6/2020 9:50:28 PM
Frame 20;-0.2328672;0.2305709;2.64765;-0.2650118;0.3041328;2.682903;-0.2949027;0.7048801;2.675225;-0.2684202;0.8924768;2.643894;-0.3896686;0.5676816;2.587145;-0.4799272;0.380977;2.480023;-0.5002421;0.1924988;2.394279;-0.4906909;0.1312193;2.373035;-0.1574953;0.598567;2.741823;-0.05537053;0.4128965;2.88841;0.06444355;0.2419056;2.955961;0.1131247;0.1755095;2.969253;-0.2785689;0.1716361;2.618513;-0.2997976;-0.214394;2.618723;-0.3024099;-0.5314746;2.66893;-0.3276835;-0.5898893;2.626107;-0.1701652;0.175245;2.667445;-0.1529465;-0.2181363;2.750331;-0.2142801;-0.5388597;2.740136;-0.1828436;-0.6071602;2.755187;9/6/2020 9:50:28 PM
Frame 21;-0.2328289;0.2309229;2.647702;-0.2649641;0.3043479;2.682996;-0.2947814;0.7050703;2.675253;-0.2684497;0.8934323;2.64429;-0.3896613;0.5677869;2.587184;-0.4798893;0.3809435;2.48015;-0.5001565;0.1924847;2.394361;-0.4906601;0.1311833;2.373051;-0.1573825;0.5986103;2.741741;-0.05531481;0.4129633;2.888406;0.06528179;0.240544;2.9564;0.1133973;0.1752797;2.969339;-0.2784754;0.1720759;2.618537;-0.2997946;-0.2143895;2.618722;-0.3023367;-0.5314724;2.668981;-0.3276838;-0.5898938;2.626155;-0.1703719;0.1755166;2.66748;-0.152926;-0.2180248;2.75033;-0.2142352;-0.5388139;2.740086;-0.1827691;-0.6072647;2.754335;9/6/2020 9:50:28 PM
Frame 22;-0.2317381;0.235165;2.645608;-0.2643678;0.3063731;2.682292;-0.2943416;0.705415;2.675287;-0.2683942;0.8942795;2.644491;-0.3896379;0.5679952;2.587227;-0.4797701;0.3808017;2.480322;-0.499905;0.1923378;2.394525;-0.4905682;0.1310801;2.37308;-0.1560665;0.5997915;2.743001;-0.05498041;0.4131574;2.88868;0.06659397;0.2381577;2.956951;0.1138316;0.1748095;2.96946;-0.2785001;0.1762941;2.613803;-0.299745;-0.214355;2.618731;-0.3022525;-0.5314578;2.669029;-0.3277153;-0.5899469;2.626277;-0.168544;0.1791425;2.665902;-0.1526641;-0.2170943;2.750107;-0.2141394;-0.5387658;2.740014;-0.1823804;-0.6071377;2.754302;9/6/2020 9:50:28 PM
Frame 23;-0.2309667;0.2379193;2.645295;-0.2638915;0.3080519;2.682207;-0.2940607;0.7055621;2.675307;-0.2680871;0.8939151;2.644185;-0.3896257;0.5681521;2.587249;-0.4796558;0.3806629;2.480382;-0.499744;0.1922001;2.394579;-0.4904575;0.1309792;2.37307;-0.1547403;0.601075;2.744623;-0.05472131;0.4131024;2.888828;0.0649581;0.239516;2.955594;0.1138765;0.1747467;2.969419;-0.2780536;0.1780576;2.612815;-0.2997155;-0.2143402;2.618733;-0.3022427;-0.5314461;2.669021;-0.3277063;-0.5900548;2.626387;-0.1677106;0.1812077;2.66624;-0.1525121;-0.2167844;2.750028;-0.214111;-0.5387592;2.739994;-0.1819846;-0.6067367;2.755512;9/6/2020 9:50:28 PM
Frame 24;-0.2303003;0.240459;2.644972;-0.2634611;0.3098932;2.682018;-0.2937528;0.7057452;2.675288;-0.267636;0.8934186;2.643706;-0.3895635;0.5684257;2.587295;-0.4794168;0.3803028;2.480333;-0.4995177;0.1918567;2.394559;-0.4903432;0.1308821;2.373056;-0.1530966;0.6024122;2.746892;-0.05442876;0.4129198;2.889316;0.06458065;0.2396185;2.955313;0.1140036;0.1745222;2.969351;-0.2775879;0.1797964;2.611862;-0.2996451;-0.2143198;2.618737;-0.302235;-0.531405;2.669006;-0.3276779;-0.5901437;2.626527;-0.1670341;0.1829958;2.66659;-0.1522525;-0.2161874;2.749829;-0.214084;-0.5387633;2.73998;-0.1818397;-0.6066087;2.756285;9/6/2020 9:50:28 PM
Frame 25;-0.2290228;0.2449755;2.643481;-0.2627994;0.3132095;2.681247;-0.2932252;0.7060677;2.675263;-0.2622732;0.888014;2.641199;-0.3888776;0.5691575;2.587454;-0.4788131;0.3794264;2.479972;-0.4990029;0.1909672;2.394431;-0.4901036;0.1307157;2.373016;-0.1508894;0.6044868;2.750524;-0.05421324;0.4123765;2.890179;0.06444534;0.2389304;2.95481;0.1142136;0.1740166;2.968757;-0.2763647;0.1853955;2.605407;-0.2994595;-0.2142593;2.618704;-0.3022148;-0.5313015;2.668972;-0.3275772;-0.5902563;2.626723;-0.1656107;0.186059;2.666817;-0.1516348;-0.2149837;2.749193;-0.214012;-0.5387955;2.739952;-0.1817316;-0.6066052;2.756898;9/6/2020 9:50:28 PM
Frame 26;-0.2286547;0.2459142;2.643418;-0.2625577;0.3142164;2.681286;-0.2928911;0.7063765;2.675304;-0.2592731;0.8855501;2.639815;-0.3882928;0.5695966;2.587572;-0.4784869;0.379001;2.479761;-0.4987281;0.190534;2.394336;-0.4899616;0.1306617;2.372971;-0.1504103;0.6049337;2.751237;-0.0541469;0.4122855;2.890569;0.06458345;0.2382426;2.954426;0.1141955;0.1735611;2.968195;-0.2750625;0.1865146;2.605754;-0.29929;-0.2142382;2.618664;-0.3021999;-0.5312632;2.668961;-0.3274802;-0.5903195;2.626802;-0.1653984;0.1867562;2.667188;-0.1512133;-0.2142873;2.748629;-0.2139781;-0.5388163;2.739931;-0.1815703;-0.6066549;2.756825;9/6/2020 9:50:28 PM
Frame 27;-0.227988;0.2468022;2.644161;-0.2620828;0.3155335;2.68177;-0.2918997;0.7072073;2.675354;-0.2548022;0.8827195;2.637858;-0.3861905;0.5710707;2.588106;-0.4778379;0.3781922;2.479326;-0.498088;0.1896269;2.394187;-0.4896509;0.1305586;2.372834;-0.1499086;0.6054206;2.751944;-0.05409359;0.4122256;2.891267;0.06096373;0.2405166;2.950154;0.1129561;0.1734729;2.965975;-0.272454;0.1871791;2.608479;-0.2987979;-0.2143016;2.618486;-0.3021553;-0.5312406;2.668927;-0.3263785;-0.5912417;2.627377;-0.1653652;0.1874649;2.668627;-0.150349;-0.2135069;2.747653;-0.2134667;-0.5391195;2.739872;-0.1815123;-0.6079527;2.755326;9/6/2020 9:50:28 PM
Frame 28;-0.2274372;0.2468314;2.645422;-0.2616344;0.3159811;2.682441;-0.2911852;0.7076757;2.675364;-0.2534633;0.8824421;2.637226;-0.385231;0.5716859;2.588344;-0.4774639;0.3778933;2.479223;-0.4977579;0.1892841;2.394224;-0.4895152;0.1305268;2.372778;-0.1495771;0.6055028;2.752193;-0.05403588;0.4121805;2.89193;0.06295737;0.2365979;2.949811;0.1129469;0.1726523;2.965011;-0.2708283;0.1866198;2.611353;-0.298482;-0.2144146;2.61838;-0.302092;-0.5312979;2.668888;-0.3259766;-0.5917416;2.62759;-0.1654413;0.1874513;2.670078;-0.1499335;-0.2132796;2.747251;-0.2128201;-0.5395949;2.739776;-0.1817915;-0.6096962;2.753327;9/6/2020 9:50:28 PM
Frame 29;-0.2267669;0.2463989;2.647008;-0.2610115;0.3161225;2.683221;-0.2902873;0.7078786;2.675243;-0.251935;0.8822283;2.636935;-0.3844486;0.5721677;2.588564;-0.4770798;0.3776389;2.47921;-0.497445;0.1890025;2.394317;-0.4893713;0.1305141;2.372787;-0.1491104;0.6054319;2.752352;-0.05403322;0.4121068;2.892826;0.06461357;0.233589;2.949743;0.1130025;0.1718898;2.964244;-0.2693548;0.1855378;2.614621;-0.2980251;-0.2146614;2.618254;-0.3019652;-0.5318266;2.668563;-0.3248541;-0.5934938;2.627678;-0.1654512;0.1871221;2.671466;-0.1493432;-0.2132986;2.746924;-0.2121903;-0.5400736;2.7397;-0.182545;-0.6113961;2.75169;9/6/2020 9:50:28 PM
Frame 30;-0.2249505;0.246617;2.649282;-0.2592363;0.3168466;2.684313;-0.2887459;0.7082191;2.674933;-0.2485805;0.8858106;2.637957;-0.3821119;0.5731162;2.589419;-0.4763243;0.3771842;2.479329;-0.4967898;0.1884466;2.394701;-0.4889925;0.130445;2.372947;-0.1468211;0.6048524;2.753428;-0.05371718;0.4120514;2.893984;0.06683274;0.2299113;2.949905;0.1132476;0.1707294;2.963124;-0.2676005;0.184814;2.617016;-0.296705;-0.2151743;2.618012;-0.3126677;-0.5307003;2.64709;-0.3015222;-0.5889083;2.605294;-0.1635506;0.1872033;2.67487;-0.1477172;-0.2135764;2.74626;-0.2104648;-0.5404339;2.739565;-0.1819541;-0.6133182;2.742405;9/6/2020 9:50:28 PM
Frame 31;-0.2240507;0.2468499;2.649969;-0.2583778;0.3172422;2.684599;-0.2882461;0.7083611;2.674871;-0.2471788;0.8885139;2.639068;-0.3806108;0.5733743;2.589982;-0.4758716;0.3767714;2.47943;-0.4960806;0.1878289;2.395028;-0.4886927;0.1303581;2.373058;-0.1444364;0.6044819;2.756003;-0.0535562;0.4121259;2.894116;0.06742696;0.2290577;2.95004;0.1134081;0.1703416;2.962786;-0.2669711;0.1848364;2.617282;-0.2959421;-0.2153843;2.617826;-0.308598;-0.5316324;2.647734;-0.3104249;-0.5971882;2.618268;-0.1621938;0.1871932;2.676234;-0.1467066;-0.2138739;2.7459;-0.2091119;-0.5403083;2.739425;-0.1817447;-0.6135397;2.738415;9/6/2020 9:50:28 PM
Frame 32;-0.2226909;0.2468748;2.650619;-0.2571859;0.317627;2.684931;-0.2877065;0.710899;2.676505;-0.2424438;0.8937934;2.645064;-0.3767421;0.5739045;2.591629;-0.4745862;0.3758023;2.480027;-0.4912211;0.1851376;2.398175;-0.4863446;0.1286744;2.374071;-0.1406572;0.6066235;2.762574;-0.05268037;0.4121268;2.893848;0.07916199;0.2179785;2.954699;0.120211;0.1632938;2.961418;-0.2659841;0.1849224;2.617161;-0.294071;-0.2158475;2.617325;-0.3024805;-0.533522;2.650198;-0.3170537;-0.6039072;2.628374;-0.1602967;0.1870419;2.677535;-0.1434645;-0.2146533;2.745403;-0.2064375;-0.5400549;2.739182;-0.15747;-0.5867556;2.688469;9/6/2020 9:50:28 PM
Frame 33;-0.221872;0.2469468;2.650886;-0.256599;0.3178132;2.685104;-0.2872862;0.7119124;2.677442;-0.2387267;0.8989094;2.650557;-0.3739514;0.5743483;2.592951;-0.4737784;0.375274;2.480602;-0.488887;0.1838125;2.400391;-0.4840499;0.1268779;2.375306;-0.1383991;0.6093401;2.767832;-0.05212964;0.4121617;2.893843;0.08262531;0.2165021;2.957057;0.1216638;0.1621384;2.961077;-0.2653788;0.1850754;2.616973;-0.2929648;-0.2160887;2.617022;-0.3007996;-0.5343564;2.651258;-0.3186476;-0.605511;2.630804;-0.1592953;0.1871675;2.677973;-0.1413061;-0.2152176;2.745208;-0.2052021;-0.5399505;2.739146;-0.1475903;-0.5762472;2.670741;9/6/2020 9:50:28 PM
Frame 34;-0.220882;0.247239;2.65116;-0.2559048;0.3181531;2.685319;-0.2867292;0.7128671;2.678329;-0.2363692;0.9020125;2.6539;-0.3715103;0.5747283;2.594152;-0.4728646;0.3747546;2.481374;-0.4872492;0.182896;2.40218;-0.4816832;0.1249995;2.376768;-0.1361854;0.6120049;2.773149;-0.05171595;0.4122622;2.893848;0.09245782;0.2097281;2.962759;0.1278349;0.1556522;2.958411;-0.2646866;0.1853707;2.616753;-0.2919001;-0.2162912;2.616728;-0.2997249;-0.5349226;2.651988;-0.3194705;-0.6063747;2.632091;-0.1581153;0.1876075;2.678364;-0.1392301;-0.2157139;2.745044;-0.2040504;-0.539817;2.739103;-0.1438001;-0.5722718;2.663955;9/6/2020 9:50:28 PM
