Frames;HipCenter X;HipCenter Y;HipCenter Z;Spine X;Spine Y;Spine Z;ShoulderCenter X;ShoulderCenter Y;ShoulderCenter Z;Head X;Head Y;Head Z;ShoulderLeft X;ShoulderLeft Y;ShoulderLeft Z;ElbowLeft X;ElbowLeft Y;ElbowLeft Z;WristLeft X;WristLeft Y;WristLeft Z;HandLeft X;HandLeft Y;HandLeft Z;ShoulderRight X;ShoulderRight Y;ShoulderRight Z;ElbowRight X;ElbowRight Y;ElbowRight Z;WristRight X;WristRight Y;WristRight Z;HandRight X;HandRight Y;HandRight Z;HipLeft X;HipLeft Y;HipLeft Z;KneeLeft X;KneeLeft Y;KneeLeft Z;AnkleLeft X;AnkleLeft Y;AnkleLeft Z;FootLeft X;FootLeft Y;FootLeft Z;HipRight X;HipRight Y;HipRight Z;KneeRight X;KneeRight Y;KneeRight Z;AnkleRight X;AnkleRight Y;AnkleRight Z;FootRight X;FootRight Y;FootRight Z;Time Stamp
Frame 12;-0.6502252;-0.01978831;2.87927;-0.6139691;0.01769122;2.878033;-0.4430072;0.2348049;2.899316;-0.3922309;0.4086137;2.842679;-0.5061427;0.102019;2.843416;-0.7590788;0.01040877;2.901523;-0.6735899;0.08311038;2.73117;-0.685849;0.1638636;2.717191;-0.7137483;0.1637135;2.784732;-0.449719;0.1777959;2.695817;-0.4195016;0.4286571;2.775643;-0.4058746;0.4981848;2.795791;-0.6277105;-0.05737815;2.865229;-0.7510287;0.2379218;2.681285;-0.7584831;-0.08886974;2.862067;-0.7666717;-0.1027585;2.957732;-0.7395936;-0.0470897;2.880337;-0.5923822;0.2390651;2.68386;-0.08487182;0.1701188;2.73914;-0.09345356;0.08204607;2.78831;9/14/2022 4:11:01 PM
Frame 13;-0.6502252;-0.01978831;2.87927;-0.6139691;0.01769122;2.878033;-0.4430072;0.2348049;2.899316;-0.3922309;0.4086137;2.842679;-0.5061427;0.102019;2.843416;-0.7590788;0.01040877;2.901523;-0.6735899;0.08311038;2.73117;-0.685849;0.1638636;2.717191;-0.7137483;0.1637135;2.784732;-0.449719;0.1777959;2.695817;-0.4195016;0.4286571;2.775643;-0.4058746;0.4981848;2.795791;-0.6277105;-0.05737815;2.865229;-0.7510287;0.2379218;2.681285;-0.7584831;-0.08886974;2.862067;-0.7666717;-0.1027585;2.957732;-0.7395936;-0.0470897;2.880337;-0.5923822;0.2390651;2.68386;-0.08487182;0.1701188;2.73914;-0.09345356;0.08204607;2.78831;9/14/2022 4:11:01 PM
Frame 14;-0.70061;-0.0494339;2.908521;-0.7209696;-0.009272134;2.918491;-0.8523461;0.2241206;2.94172;-0.6871272;0.3803443;2.903827;-0.9045095;0.08824772;2.873434;-1.15041;0.01284239;2.936447;-0.9266991;0.0357088;2.826714;-0.901539;0.1069475;2.797508;-0.7140245;0.1652164;2.784014;-0.4541022;0.1830655;2.679985;-0.4165004;0.4298343;2.771399;-0.4040946;0.5007421;2.797103;-0.7184719;-0.09167422;2.924148;-0.533594;0.1051475;2.726183;-0.5704793;-0.1990596;2.891903;-0.6272166;-0.2405115;2.957162;-0.6626533;-0.1016856;2.889555;-0.4550972;0.1792276;2.721589;-0.4660766;-0.2552163;2.923755;-0.4614767;-0.2785006;2.84807;9/14/2022 4:11:01 PM
Frame 15;-0.70061;-0.0494339;2.908521;-0.7209696;-0.009272134;2.918491;-0.8523461;0.2241206;2.94172;-0.6871272;0.3803443;2.903827;-0.9045095;0.08824772;2.873434;-1.15041;0.01284239;2.936447;-0.9266991;0.0357088;2.826714;-0.901539;0.1069475;2.797508;-0.7140245;0.1652164;2.784014;-0.4541022;0.1830655;2.679985;-0.4165004;0.4298343;2.771399;-0.4040946;0.5007421;2.797103;-0.7184719;-0.09167422;2.924148;-0.533594;0.1051475;2.726183;-0.5704793;-0.1990596;2.891903;-0.6272166;-0.2405115;2.957162;-0.6626533;-0.1016856;2.889555;-0.4550972;0.1792276;2.721589;-0.4660766;-0.2552163;2.923755;-0.4614767;-0.2785006;2.84807;9/14/2022 4:11:01 PM
Frame 16;-0.6945471;-0.09616946;2.937324;-0.7413378;-0.04886278;2.94926;-0.9471555;0.2007671;2.952032;-0.787305;0.359134;2.919655;-1.068666;0.06636549;2.887482;-1.312724;0.003823592;2.951862;-1.016948;0.0204815;2.863185;-1.001591;0.08380371;2.835846;-0.7157161;0.1650016;2.784791;-0.4580567;0.1864326;2.672561;-0.4108104;0.4307727;2.7657;-0.3979453;0.5037507;2.796041;-0.7168692;-0.1448993;2.961482;-0.5937036;0.1168493;2.744529;-0.5985336;-0.2116423;2.911865;-0.6468321;-0.2708882;2.883977;-0.5899651;-0.1522359;2.910622;-0.2253162;-0.07611766;2.851802;-0.4103877;-0.4364217;3.011639;-0.4951262;-0.4537781;2.98259;9/14/2022 4:11:01 PM
Frame 17;-0.6945471;-0.09616946;2.937324;-0.7413378;-0.04886278;2.94926;-0.9471555;0.2007671;2.952032;-0.787305;0.359134;2.919655;-1.068666;0.06636549;2.887482;-1.312724;0.003823592;2.951862;-1.016948;0.0204815;2.863185;-1.001591;0.08380371;2.835846;-0.7157161;0.1650016;2.784791;-0.4580567;0.1864326;2.672561;-0.4108104;0.4307727;2.7657;-0.3979453;0.5037507;2.796041;-0.7168692;-0.1448993;2.961482;-0.5937036;0.1168493;2.744529;-0.5985336;-0.2116423;2.911865;-0.6468321;-0.2708882;2.883977;-0.5899651;-0.1522359;2.910622;-0.2253162;-0.07611766;2.851802;-0.4103877;-0.4364217;3.011639;-0.4951262;-0.4537781;2.98259;9/14/2022 4:11:01 PM
Frame 18;-0.5971705;0.0244841;2.880645;-0.6498254;0.05537996;2.900285;-0.9124876;0.2048906;2.935267;-0.7528444;0.3633469;2.902912;-1.041366;0.06380022;2.874489;-1.287223;0.008188717;2.93828;-0.9947211;0.02759191;2.858313;-1.005494;0.08481958;2.838984;-0.7104155;0.1640223;2.784073;-0.4578432;0.188824;2.667884;-0.4097955;0.4369112;2.754507;-0.3973004;0.5108543;2.790105;-0.6146883;-0.03722719;2.870554;-0.8324796;0.2293071;2.719179;-0.8080944;-0.1340649;2.904262;-0.7611122;-0.2203359;2.896401;-0.4617962;0.02537961;2.865956;-0.3924838;-0.3284042;2.960678;-0.5246035;-0.6549701;3.101817;-0.5515657;-0.5565574;3.075225;9/14/2022 4:11:01 PM
Frame 19;-0.5971705;0.0244841;2.880645;-0.6498254;0.05537996;2.900285;-0.9124876;0.2048906;2.935267;-0.7528444;0.3633469;2.902912;-1.041366;0.06380022;2.874489;-1.287223;0.008188717;2.93828;-0.9947211;0.02759191;2.858313;-1.005494;0.08481958;2.838984;-0.7104155;0.1640223;2.784073;-0.4578432;0.188824;2.667884;-0.4097955;0.4369112;2.754507;-0.3973004;0.5108543;2.790105;-0.6146883;-0.03722719;2.870554;-0.8324796;0.2293071;2.719179;-0.8080944;-0.1340649;2.904262;-0.7611122;-0.2203359;2.896401;-0.4617962;0.02537961;2.865956;-0.3924838;-0.3284042;2.960678;-0.5246035;-0.6549701;3.101817;-0.5515657;-0.5565574;3.075225;9/14/2022 4:11:01 PM
Frame 20;-0.5971705;0.0244841;2.880645;-0.6498254;0.05537996;2.900285;-0.9124876;0.2048906;2.935267;-0.7528444;0.3633469;2.902912;-1.041366;0.06380022;2.874489;-1.287223;0.008188717;2.93828;-0.9947211;0.02759191;2.858313;-1.005494;0.08481958;2.838984;-0.7104155;0.1640223;2.784073;-0.4578432;0.188824;2.667884;-0.4097955;0.4369112;2.754507;-0.3973004;0.5108543;2.790105;-0.6146883;-0.03722719;2.870554;-0.8324796;0.2293071;2.719179;-0.8080944;-0.1340649;2.904262;-0.7611122;-0.2203359;2.896401;-0.4617962;0.02537961;2.865956;-0.3924838;-0.3284042;2.960678;-0.5246035;-0.6549701;3.101817;-0.5515657;-0.5565574;3.075225;9/14/2022 4:11:01 PM
Frame 21;-0.7104099;-0.0073389;2.930497;-0.7281844;0.03441408;2.944646;-0.8816631;0.1929479;2.948694;-0.7308728;0.3481624;2.90621;-0.9816928;0.05381512;2.883903;-1.23043;-0.0004334526;2.946078;-0.9573331;0.03949498;2.848508;-0.9937118;0.09373957;2.837541;-0.7108152;0.1650824;2.786002;-0.459242;0.191139;2.673519;-0.4162689;0.3854546;2.770498;-0.4044175;0.4513905;2.803216;-0.7571813;-0.08279814;2.988115;-0.5916418;0.1347409;2.694008;-0.7236316;-0.241859;2.930687;-0.7352782;-0.304336;2.860308;-0.5888497;-0.04259592;2.86423;-0.5304142;-0.31505;3.181164;-0.4531953;-0.5710102;3.15257;-0.5165272;-0.5083269;3.112455;9/14/2022 4:11:01 PM
Frame 22;-0.7104099;-0.0073389;2.930497;-0.7281844;0.03441408;2.944646;-0.8816631;0.1929479;2.948694;-0.7308728;0.3481624;2.90621;-0.9816928;0.05381512;2.883903;-1.23043;-0.0004334526;2.946078;-0.9573331;0.03949498;2.848508;-0.9937118;0.09373957;2.837541;-0.7108152;0.1650824;2.786002;-0.459242;0.191139;2.673519;-0.4162689;0.3854546;2.770498;-0.4044175;0.4513905;2.803216;-0.7571813;-0.08279814;2.988115;-0.5916418;0.1347409;2.694008;-0.7236316;-0.241859;2.930687;-0.7352782;-0.304336;2.860308;-0.5888497;-0.04259592;2.86423;-0.5304142;-0.31505;3.181164;-0.4531953;-0.5710102;3.15257;-0.5165272;-0.5083269;3.112455;9/14/2022 4:11:01 PM
Frame 23;-0.6671966;-0.06723179;2.936228;-0.6929211;-0.01505967;2.950759;-0.8723214;0.195504;2.948853;-0.7172289;0.3513764;2.90491;-0.962481;0.05627315;2.883772;-1.211247;0.001277144;2.945668;-0.9455514;0.0426961;2.845758;-0.9774938;0.09989822;2.833739;-0.711602;0.1647486;2.787361;-0.4590868;0.1891348;2.680428;-0.3393299;0.3677094;2.584522;-0.2784443;0.34456;2.594394;-0.6792065;-0.1653173;2.998267;-0.610549;0.1203963;2.727433;-0.7204391;-0.2637342;2.947622;-0.7410914;-0.3186266;2.866537;-0.5729402;-0.08755042;2.863595;-0.3919897;0.1814469;3.003937;-0.4987095;-0.3418071;3.00921;-0.4968711;-0.4389091;3.070741;9/14/2022 4:11:01 PM
Frame 24;-0.6671966;-0.06723179;2.936228;-0.6929211;-0.01505967;2.950759;-0.8723214;0.195504;2.948853;-0.7172289;0.3513764;2.90491;-0.962481;0.05627315;2.883772;-1.211247;0.001277144;2.945668;-0.9455514;0.0426961;2.845758;-0.9774938;0.09989822;2.833739;-0.711602;0.1647486;2.787361;-0.4590868;0.1891348;2.680428;-0.3393299;0.3677094;2.584522;-0.2784443;0.34456;2.594394;-0.6792065;-0.1653173;2.998267;-0.610549;0.1203963;2.727433;-0.7204391;-0.2637342;2.947622;-0.7410914;-0.3186266;2.866537;-0.5729402;-0.08755042;2.863595;-0.3919897;0.1814469;3.003937;-0.4987095;-0.3418071;3.00921;-0.4968711;-0.4389091;3.070741;9/14/2022 4:11:01 PM
Frame 25;-0.6261859;-0.01079793;2.926941;-0.6618603;0.02596297;2.945511;-0.8682248;0.196325;2.948891;-0.7099524;0.3518292;2.904246;-0.9528815;0.05714652;2.883568;-1.201518;0.001644346;2.945333;-0.9410007;0.04337313;2.844827;-0.9675465;0.1018011;2.831662;-0.7323553;0.1227709;2.804245;-0.4715191;0.1541601;2.701369;-0.3590372;0.3342968;2.509172;-0.2688611;0.4164854;2.457176;-0.6185753;-0.05056148;2.955566;-0.6838496;0.1270907;2.61103;-0.718769;-0.2717516;2.954141;-0.7470731;-0.3366143;2.913988;-0.5407746;-0.02226616;2.877173;-0.1884968;0.2817427;2.855603;-0.5050303;-0.2638077;2.954443;-0.4850806;-0.4154896;3.056;9/14/2022 4:11:01 PM
Frame 26;-0.6261859;-0.01079793;2.926941;-0.6618603;0.02596297;2.945511;-0.8682248;0.196325;2.948891;-0.7099524;0.3518292;2.904246;-0.9528815;0.05714652;2.883568;-1.201518;0.001644346;2.945333;-0.9410007;0.04337313;2.844827;-0.9675465;0.1018011;2.831662;-0.7323553;0.1227709;2.804245;-0.4715191;0.1541601;2.701369;-0.3590372;0.3342968;2.509172;-0.2688611;0.4164854;2.457176;-0.6185753;-0.05056148;2.955566;-0.6838496;0.1270907;2.61103;-0.718769;-0.2717516;2.954141;-0.7470731;-0.3366143;2.913988;-0.5407746;-0.02226616;2.877173;-0.1884968;0.2817427;2.855603;-0.5050303;-0.2638077;2.954443;-0.4850806;-0.4154896;3.056;9/14/2022 4:11:01 PM
Frame 27;-0.6261859;-0.01079793;2.926941;-0.6618603;0.02596297;2.945511;-0.8682248;0.196325;2.948891;-0.7099524;0.3518292;2.904246;-0.9528815;0.05714652;2.883568;-1.201518;0.001644346;2.945333;-0.9410007;0.04337313;2.844827;-0.9675465;0.1018011;2.831662;-0.7323553;0.1227709;2.804245;-0.4715191;0.1541601;2.701369;-0.3590372;0.3342968;2.509172;-0.2688611;0.4164854;2.457176;-0.6185753;-0.05056148;2.955566;-0.6838496;0.1270907;2.61103;-0.718769;-0.2717516;2.954141;-0.7470731;-0.3366143;2.913988;-0.5407746;-0.02226616;2.877173;-0.1884968;0.2817427;2.855603;-0.5050303;-0.2638077;2.954443;-0.4850806;-0.4154896;3.056;9/14/2022 4:11:01 PM
Frame 28;-0.6885542;0.06322832;2.956719;-0.7131348;0.08435931;2.968062;-0.8662605;0.1966068;2.948935;-0.7067887;0.3519047;2.903997;-0.9481153;0.05742249;2.883425;-1.19663;0.001608319;2.945118;-0.9358071;0.03205581;2.846896;-0.876884;0.04325509;2.825567;-0.7340391;0.1166874;2.807084;-0.4728851;0.1475589;2.706254;-0.3700967;0.3445175;2.497766;-0.2757037;0.4660245;2.420848;-0.6839593;0.02101648;3.012322;-0.6450576;0.07916983;2.621636;-0.6919668;-0.2706122;2.963737;-0.7114854;-0.3332847;2.919509;-0.5744403;0.03761383;2.899404;-0.1526301;0.1211378;2.765011;-0.5175774;-0.2548833;2.944868;-0.4988922;-0.3852944;3.012388;9/14/2022 4:11:01 PM
Frame 29;-0.6885542;0.06322832;2.956719;-0.7131348;0.08435931;2.968062;-0.8662605;0.1966068;2.948935;-0.7067887;0.3519047;2.903997;-0.9481153;0.05742249;2.883425;-1.19663;0.001608319;2.945118;-0.9358071;0.03205581;2.846896;-0.876884;0.04325509;2.825567;-0.7340391;0.1166874;2.807084;-0.4728851;0.1475589;2.706254;-0.3700967;0.3445175;2.497766;-0.2757037;0.4660245;2.420848;-0.6839593;0.02101648;3.012322;-0.6450576;0.07916983;2.621636;-0.6919668;-0.2706122;2.963737;-0.7114854;-0.3332847;2.919509;-0.5744403;0.03761383;2.899404;-0.1526301;0.1211378;2.765011;-0.5175774;-0.2548833;2.944868;-0.4988922;-0.3852944;3.012388;9/14/2022 4:11:01 PM
Frame 30;-0.6885542;0.06322832;2.956719;-0.7131348;0.08435931;2.968062;-0.8662605;0.1966068;2.948935;-0.7067887;0.3519047;2.903997;-0.9481153;0.05742249;2.883425;-1.19663;0.001608319;2.945118;-0.9358071;0.03205581;2.846896;-0.876884;0.04325509;2.825567;-0.7340391;0.1166874;2.807084;-0.4728851;0.1475589;2.706254;-0.3700967;0.3445175;2.497766;-0.2757037;0.4660245;2.420848;-0.6839593;0.02101648;3.012322;-0.6450576;0.07916983;2.621636;-0.6919668;-0.2706122;2.963737;-0.7114854;-0.3332847;2.919509;-0.5744403;0.03761383;2.899404;-0.1526301;0.1211378;2.765011;-0.5175774;-0.2548833;2.944868;-0.4988922;-0.3852944;3.012388;9/14/2022 4:11:01 PM
Frame 31;-0.6401628;-0.00539877;2.961447;-0.6737473;0.0336557;2.9658;-0.8378999;0.1931911;2.920279;-0.6721733;0.3489286;2.885133;-0.9260234;0.05506764;2.866262;-1.174022;-0.001803348;2.927797;-0.917587;0.02165185;2.834044;-0.8049552;0.01032994;2.797873;-0.7316722;0.1180084;2.805543;-0.4731613;0.144342;2.708463;-0.3783932;0.3702713;2.534511;-0.3380914;0.478689;2.486984;-0.6372086;-0.06472528;3.038129;-0.6676274;0.08940008;2.681407;-0.6855836;-0.2782864;2.980744;-0.701771;-0.3380586;2.928233;-0.5361494;-0.04467279;2.900491;-0.333436;0.231346;2.828428;-0.5203828;-0.271233;2.944508;-0.499061;-0.3724979;2.994563;9/14/2022 4:11:01 PM
Frame 32;-0.6401628;-0.00539877;2.961447;-0.6737473;0.0336557;2.9658;-0.8378999;0.1931911;2.920279;-0.6721733;0.3489286;2.885133;-0.9260234;0.05506764;2.866262;-1.174022;-0.001803348;2.927797;-0.917587;0.02165185;2.834044;-0.8049552;0.01032994;2.797873;-0.7316722;0.1180084;2.805543;-0.4731613;0.144342;2.708463;-0.3783932;0.3702713;2.534511;-0.3380914;0.478689;2.486984;-0.6372086;-0.06472528;3.038129;-0.6676274;0.08940008;2.681407;-0.6855836;-0.2782864;2.980744;-0.701771;-0.3380586;2.928233;-0.5361494;-0.04467279;2.900491;-0.333436;0.231346;2.828428;-0.5203828;-0.271233;2.944508;-0.499061;-0.3724979;2.994563;9/14/2022 4:11:01 PM
Frame 33;-0.6593526;0.04961037;2.931554;-0.6899152;0.08249629;2.949924;-0.8518622;0.1961431;2.940529;-0.6975246;0.3562248;2.899276;-0.9226544;0.05543706;2.868383;-1.170489;-0.002174224;2.929979;-0.9159642;0.01651444;2.838665;-0.8016165;0.004371414;2.810994;-0.7235671;0.1180928;2.802274;-0.5609883;0.2650282;2.684274;-0.3966488;0.4544593;2.560031;-0.3349063;0.5012556;2.538784;-0.6497968;-0.02421586;3.007849;-0.6218466;0.03096825;2.657353;-0.64763;-0.1958536;2.762321;-0.6673157;-0.2540552;2.708156;-0.5457085;0.02955518;2.827008;-0.3554071;0.0907522;3.005948;-0.499017;-0.3065483;2.958683;-0.4844558;-0.363748;2.979121;9/14/2022 4:11:01 PM
