HipCenter X,HipCenter Y,HipCenter Z,Spine X,Spine Y,Spine Z,ShoulderCenter X,ShoulderCenter Y,ShoulderCenter Z,Head X,Head Y,Head Z,ShoulderLeft X,ShoulderLeft Y,ShoulderLeft Z,ElbowLeft X,ElbowLeft Y,ElbowLeft Z,WristLeft X,WristLeft Y,WristLeft Z,HandLeft X,HandLeft Y,HandLeft Z,ShoulderRight X,ShoulderRight Y,ShoulderRight Z,ElbowRight X,ElbowRight Y,ElbowRight Z,WristRight X,WristRight Y,WristRight Z,HandRight X,HandRight Y,HandRight Z,HipLeft X,HipLeft Y,HipLeft Z,KneeLeft X,KneeLeft Y,KneeLeft Z,AnkleLeft X,AnkleLeft Y,AnkleLeft Z,FootLeft X,FootLeft Y,FootLeft Z,HipRight X,HipRight Y,HipRight Z,KneeRight X,KneeRight Y,KneeRight Z,AnkleRight X,AnkleRight Y,AnkleRight Z,FootRight X,FootRight Y,FootRight Z
0.00819521,-0.177423,0.86511,-0.00356777,-0.12655,1.17631,-0.0160338,-0.0798019,1.40535,0.0192579,-0.0533171,1.61669,-0.184825,-0.0546967,1.36722,-0.293658,-0.11375,1.16085,-0.336851,-0.0139135,0.900174,-0.327324,-0.0241078,0.837401,0.15355,-0.0753974,1.35087,0.229339,-0.171462,1.08602,0.25448,-0.095005,0.87736,0.25994,-0.0806841,0.795244,-0.077244,-0.148579,0.869236,-0.162034,0.0506858,0.472862,-0.146979,0.149849,0.163769,-0.189342,0.283634,0.09449,0.0574578,-0.13151,0.863899,0.09419,-0.232285,0.508197,-0.00306501,-0.416005,0.152623,-0.00201729,-0.378905,0.0334319
0.00763058,-0.159485,0.865036,-0.00575395,-0.107402,1.17328,-0.0194188,-0.0611929,1.40003,0.0157133,-0.0270257,1.61093,-0.186581,-0.0372008,1.3627,-0.302078,-0.0806861,1.15325,-0.342411,-0.00489616,0.898205,-0.349752,0.000453169,0.822182,0.154652,-0.0507503,1.34368,0.222629,-0.132155,1.08186,0.257346,-0.0690808,0.864491,0.256698,-0.0536992,0.785293,-0.0772726,-0.133533,0.869377,-0.143985,0.0691604,0.48058,-0.142548,0.210948,0.171155,-0.191746,0.351495,0.114011,0.0561648,-0.110576,0.863614,0.0995187,-0.200908,0.567166,0.0228593,-0.38236,0.205503,0.0109136,-0.248281,0.15925
0.00732899,-0.118965,0.857513,-0.00969303,-0.0636025,1.16222,-0.0263616,-0.014674,1.38606,0.000236429,0.0200422,1.59746,-0.191857,0.00131398,1.34612,-0.311993,-0.050577,1.1395,-0.351362,0.0142541,0.884294,-0.359873,0.028248,0.809623,0.146403,-0.00475075,1.33143,0.222784,-0.0878059,1.07097,0.248895,-0.0393168,0.852565,0.24977,-0.0149957,0.779151,-0.0800379,-0.0922099,0.861143,-0.14243,0.112062,0.470666,-0.150508,0.23832,0.169202,-0.188951,0.381668,0.112606,0.0580035,-0.0713506,0.857053,0.104236,-0.180817,0.570866,0.0338074,-0.373129,0.214117,0.0195971,-0.239408,0.167221
0.000631121,-0.0883256,0.8504,-0.0182832,-0.0346679,1.15489,-0.0360472,0.0125748,1.37883,-0.0136282,0.0546858,1.58488,-0.203062,0.0308182,1.33499,-0.315533,-0.0324716,1.1307,-0.366606,0.0459845,0.867345,-0.372607,0.052761,0.80291,0.13834,0.0242181,1.32744,0.221405,-0.0616652,1.06826,0.241038,0.012532,0.841504,0.243781,0.0219092,0.777764,-0.0869349,-0.0639322,0.855024,-0.138951,0.151145,0.466108,-0.152402,0.264127,0.152457,-0.189123,0.404587,0.0992441,0.0514333,-0.038251,0.849094,0.105192,-0.159988,0.571971,0.0396185,-0.362165,0.220277,0.0256787,-0.228324,0.173627
0.00420042,-0.0485967,0.84238,-0.0242754,0.0120485,1.14712,-0.0498092,0.0633284,1.37157,-0.0301758,0.104163,1.5831,-0.210075,0.0693363,1.32731,-0.32866,0.0114704,1.1088,-0.371006,0.0619973,0.864545,-0.380145,0.0780706,0.78958,0.13206,0.0655835,1.32514,0.208212,-0.0100397,1.06879,0.236646,0.0560549,0.85373,0.233247,0.0693146,0.786193,-0.0856962,-0.0205339,0.848809,-0.149108,0.189147,0.470346,-0.151794,0.272686,0.162466,-0.186839,0.406187,0.092812,0.0567116,-0.00224478,0.839684,0.108017,-0.124812,0.562503,0.0448153,-0.344147,0.221597,0.0300487,-0.210881,0.174023
-0.00706458,-0.00584185,0.839381,-0.0342057,0.0411571,1.14387,-0.0585365,0.0856745,1.36793,-0.0428289,0.137795,1.57837,-0.220924,0.0994897,1.32422,-0.330421,0.0340607,1.10863,-0.379685,0.0939843,0.854776,-0.384733,0.103556,0.782425,0.114664,0.113468,1.32722,0.205061,0.0177223,1.06948,0.227128,0.102335,0.850988,0.224807,0.110924,0.783147,-0.096694,0.0154841,0.844983,-0.153127,0.233805,0.477896,-0.152667,0.276427,0.160788,-0.185977,0.404313,0.091252,0.0453485,0.046847,0.837712,0.101336,-0.0870467,0.569054,0.0464889,-0.321359,0.237596,0.0265089,-0.187323,0.191485
-0.012344,0.0278575,0.84162,-0.0449827,0.0845454,1.14652,-0.0732453,0.133135,1.37054,-0.0590555,0.180299,1.58416,-0.227795,0.127749,1.32674,-0.337884,0.0702762,1.10448,-0.3788,0.10754,0.851409,-0.385337,0.1236,0.779992,0.108734,0.139047,1.33017,0.191916,0.0639112,1.07609,0.217965,0.131359,0.854672,0.215176,0.152763,0.790644,-0.102307,0.0512708,0.846105,-0.15934,0.251699,0.485536,-0.153378,0.281806,0.15531,-0.183965,0.404991,0.0889636,0.0399916,0.0784442,0.840823,0.0989765,-0.0554386,0.535504,0.0302309,-0.315435,0.227494,0.0112424,-0.181961,0.180412
-0.0111369,0.0622726,0.84725,-0.0481201,0.112005,1.15025,-0.0791069,0.157804,1.37321,-0.0691742,0.203291,1.58667,-0.238455,0.158674,1.32964,-0.338255,0.0911486,1.1067,-0.381485,0.144379,0.853079,-0.384113,0.149527,0.780605,0.0929518,0.189987,1.33858,0.189715,0.0977722,1.08058,0.207331,0.184778,0.874268,0.204503,0.197627,0.803339,-0.100848,0.0789773,0.850059,-0.162612,0.270008,0.493132,-0.152858,0.285869,0.154849,-0.181991,0.403232,0.088617,0.040418,0.119915,0.848269,0.0922246,0.0023808,0.568082,0.0389114,-0.262264,0.261418,0.0136912,-0.128925,0.214556
-0.0122619,0.0848709,0.853323,-0.0511895,0.138383,1.15775,-0.0839176,0.185351,1.38134,-0.0837598,0.245356,1.59554,-0.247048,0.189724,1.33754,-0.340333,0.124534,1.11026,-0.379917,0.170101,0.867885,-0.382313,0.176818,0.789938,0.0872083,0.21277,1.3431,0.179852,0.13697,1.10001,0.19809,0.215439,0.889997,0.193697,0.238517,0.816915,-0.100216,0.105418,0.85696,-0.166769,0.278924,0.491745,-0.151551,0.294443,0.150914,-0.180294,0.405134,0.0860898,0.0377343,0.138197,0.853229,0.0801065,0.0305797,0.565082,0.0296241,-0.236011,0.259806,0.00684372,-0.102637,0.212695
-0.019092,0.12144,0.862477,-0.0605611,0.175343,1.16812,-0.0953825,0.223342,1.39276,-0.08717,0.269332,1.60801,-0.251884,0.206716,1.34228,-0.344202,0.15292,1.12385,-0.378036,0.197683,0.8704,-0.379362,0.21116,0.797821,0.082525,0.244775,1.35173,0.175235,0.169491,1.1205,0.189844,0.259505,0.896506,0.185313,0.275933,0.823291,-0.108846,0.140818,0.865726,-0.16917,0.286259,0.496257,-0.151498,0.296633,0.153774,-0.179814,0.405214,0.0857642,0.0322475,0.175468,0.862488,0.0724418,0.0750046,0.564905,0.013575,-0.193095,0.262211,-0.0135184,-0.0602398,0.214786
-0.0209778,0.135687,0.865537,-0.0619228,0.189391,1.17173,-0.0962722,0.236864,1.39661,-0.0911249,0.292752,1.61585,-0.256145,0.234345,1.35119,-0.34535,0.173254,1.13123,-0.375781,0.234927,0.871572,-0.373032,0.243022,0.804909,0.080534,0.262061,1.35989,0.172721,0.187683,1.12758,0.186449,0.278062,0.907038,0.179055,0.312205,0.842296,-0.111336,0.158472,0.869998,-0.171217,0.292787,0.505137,-0.1505,0.297383,0.154251,-0.178781,0.404473,0.0856484,0.0307361,0.186705,0.864475,0.0694398,0.0898533,0.558911,0.00974937,-0.172559,0.251145,-0.0143253,-0.0393105,0.204075
-0.0204708,0.157197,0.870298,-0.0624245,0.211593,1.1779,-0.0975318,0.259647,1.40382,-0.0915071,0.311581,1.62193,-0.257797,0.259226,1.36032,-0.345291,0.199562,1.1421,-0.375092,0.280243,0.894735,-0.371507,0.286945,0.821022,0.0805683,0.282709,1.36844,0.171991,0.212226,1.12755,0.185648,0.309672,0.919093,0.178929,0.339544,0.853324,-0.110022,0.180587,0.874031,-0.170413,0.299561,0.515677,-0.15031,0.296519,0.155688,-0.178016,0.402687,0.0854276,0.0302398,0.207041,0.869667,0.0636772,0.120899,0.544163,0.0586798,-0.00163906,0.26805,0.034649,0.131056,0.221016
-0.0223741,0.183983,0.877534,-0.0649733,0.237588,1.18558,-0.100525,0.284959,1.4117,-0.0933015,0.344817,1.62934,-0.261944,0.282103,1.36726,-0.34802,0.227073,1.15515,-0.374559,0.311632,0.897378,-0.3662,0.325396,0.828403,0.0782783,0.302844,1.37691,0.166446,0.232492,1.13426,0.181123,0.342605,0.937509,0.176973,0.37407,0.868829,-0.110259,0.20449,0.879962,-0.17006,0.302298,0.51921,-0.149849,0.295399,0.155538,-0.178422,0.402168,0.0846754,0.0261783,0.236935,0.878188,0.0577343,0.148122,0.535424,0.0681115,0.0261307,0.25982,0.0447456,0.158871,0.213067
-0.0227483,0.200112,0.882395,-0.0646074,0.251699,1.19015,-0.0996795,0.297679,1.41602,-0.0918016,0.359982,1.63163,-0.262468,0.303382,1.37162,-0.355166,0.26351,1.16774,-0.368195,0.34879,0.90669,-0.365056,0.364653,0.83849,0.0783232,0.317314,1.38181,0.162453,0.24684,1.13937,0.181781,0.351173,0.940348,0.1788,0.392563,0.870749,-0.110413,0.223388,0.885619,-0.171013,0.304512,0.521545,-0.148691,0.29154,0.158762,-0.178525,0.397559,0.0846201,0.0255915,0.250118,0.882086,0.0517808,0.182044,0.53085,0.0561605,0.0694165,0.247067,0.0347113,0.202342,0.20095
-0.0242047,0.222915,0.885185,-0.0648197,0.274987,1.19444,-0.0989344,0.321255,1.42139,-0.0888663,0.379455,1.63811,-0.263696,0.330702,1.37767,-0.355283,0.278108,1.16981,-0.366385,0.370664,0.929419,-0.362623,0.403637,0.84796,0.0789351,0.330474,1.38442,0.161703,0.259686,1.14162,0.181426,0.368258,0.944729,0.17871,0.411963,0.877366,-0.112465,0.250058,0.887269,-0.171083,0.305674,0.52124,-0.149198,0.289054,0.160028,-0.178918,0.398484,0.0838198,0.0244831,0.269065,0.885696,0.0337434,0.223317,0.512727,0.0510953,0.102032,0.136139,0.0757686,0.171097,0.0685176
-0.0230135,0.237045,0.885766,-0.063854,0.287882,1.19605,-0.0981415,0.333253,1.42366,-0.0852453,0.398012,1.63846,-0.261637,0.347224,1.37863,-0.35576,0.311468,1.17703,-0.36529,0.406512,0.942944,-0.359734,0.440447,0.85917,0.0816182,0.341793,1.38527,0.158832,0.272929,1.14418,0.180879,0.380224,0.947008,0.179453,0.424751,0.877799,-0.111085,0.265281,0.886547,-0.165456,0.306466,0.512029,-0.149092,0.288838,0.160416,-0.176149,0.388783,0.0836914,0.025353,0.28183,0.887554,0.0266735,0.242572,0.461721,0.0281499,0.156085,0.147779,0.0533112,0.234827,0.0856293
-0.0211428,0.258296,0.888442,-0.0614967,0.307336,1.19858,-0.0954891,0.351311,1.42607,-0.0812485,0.417257,1.63974,-0.261193,0.366908,1.3799,-0.352068,0.322422,1.17119,-0.370692,0.456869,0.949461,-0.356589,0.48046,0.866074,0.0843177,0.355903,1.38633,0.158787,0.284851,1.14688,0.179982,0.390385,0.947228,0.182386,0.433734,0.878964,-0.109582,0.287642,0.888408,-0.162887,0.307684,0.502994,-0.148845,0.288483,0.160142,-0.174576,0.385088,0.0840658,0.0273055,0.301707,0.891065,0.0325222,0.276998,0.483507,0.0246626,0.195127,0.141572,0.0306872,0.285384,0.0787304
-0.0209151,0.280508,0.889708,-0.0600107,0.326475,1.19964,-0.0931894,0.368292,1.42696,-0.0771566,0.431215,1.64266,-0.259434,0.38808,1.38046,-0.347599,0.354586,1.17238,-0.370912,0.47485,0.971652,-0.354691,0.519561,0.879483,0.0863972,0.367718,1.38754,0.159526,0.298399,1.14654,0.18038,0.399031,0.946138,0.181359,0.441903,0.878562,-0.109574,0.309979,0.889,-0.163627,0.309277,0.50107,-0.147761,0.288652,0.16129,-0.173554,0.383874,0.0848939,0.0275102,0.323611,0.89306,0.0321439,0.313468,0.490389,0.0302418,0.255341,0.152158,0.0330146,0.345994,0.0803268
-0.0189488,0.297723,0.89008,-0.0577311,0.342476,1.20098,-0.0906461,0.383234,1.42892,-0.0705457,0.446429,1.64451,-0.252038,0.406968,1.38152,-0.351701,0.38762,1.17991,-0.361482,0.502221,0.971639,-0.348141,0.555236,0.882113,0.086657,0.38699,1.38698,0.15999,0.31234,1.14155,0.181415,0.408273,0.939242,0.184116,0.445471,0.873459,-0.108421,0.328886,0.887714,-0.163502,0.310967,0.501193,-0.146741,0.289238,0.162206,-0.170698,0.382215,0.0858335,0.030007,0.339252,0.894979,0.0342641,0.346374,0.498875,0.026207,0.293696,0.147309,0.0386538,0.373647,0.0806409
-0.0186493,0.315376,0.889972,-0.0549484,0.35971,1.20172,-0.0859585,0.40033,1.4303,-0.0655404,0.457387,1.64515,-0.246789,0.421778,1.38081,-0.351486,0.403541,1.18136,-0.356837,0.532809,0.978779,-0.343816,0.586351,0.890036,0.0917434,0.397235,1.38864,0.161433,0.318864,1.14102,0.18191,0.414487,0.937993,0.183816,0.450303,0.866109,-0.10857,0.347735,0.88712,-0.162494,0.314685,0.50066,-0.146497,0.289612,0.162395,-0.173431,0.388094,0.0839132,0.0305448,0.355355,0.895428,0.0361453,0.370049,0.500645,0.0302758,0.325925,0.133535,0.0471422,0.418572,0.0788634
